"Item","Type","CriticalSparePart","CriticalEquipment","Warehouse","SourcingGroup","StockDept","StockAll","SupplierCount","UnitCost","LeadTimeMean","LeadTimeStd","CompletedCycles","ProcurementType","ReceivingDate","LinkedEquipment","SparePartHoldingStd","DeptCode"
"Q4017406","계획품","X","X","QHB25","Q_Machining(General)","2","2","1","1610500","72","24.04","2","국내","2017-07-17","","","SEO26FF"
"Q4020699","보험품","X","O","QFC01","Q_Fitting","3","3","1","155355","52.12","14.86","8","국내","2022-06-24","Table Roller 기어박스","","SEO26FF"
"Q4026534","계획품","X","X","QHB24","Q_Cast Iron (S)","100","100","3","16000","55","13.59","7","국내","2026-05-07","FM Main Motor","","SEO26FF"
"Q4030002","계획품","X","X","QFC01","Q_Hydraulic Cylinder","4","4","3","850000","83.64","24.28","11","국내","2022-09-05","","","SEO26FF"
"Q4030286","보험품","X","O","QFC01","Q_Machining(General)","1","1","","11500","","","0","(미확인)","","Walking Beam 기어베어링","","SEO26FF"
"Q4030636","보험품","X","O","QFC01","Q_Machining(General)","1","1","","12000","","","0","(미확인)","","Walking Beam 기어베어링","","SEO26FF"
"Q4033165","계획품","X","X","QFC01","Q_Pneumatic Cylinder","2","10","6","3933000","89.11","31.50","28","국내","2026-08-20","","","SEO26FF"
"Q4034332","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","2","2","1","1765000","41","26.67","7","국내","2017-07-06","","","SEO26FF"
"Q4037546","계획품","X","X","QFC01","Q_Machining(General)","2","2","1","1017533.33","77","0","1","국내","2018-03-07","","","SEO26FF"
"Q4041104","보험품","X","X","QFC01","Q_Drive Coupling","1","1","2","258000","76","7.94","3","국내","2025-12-16","","","SEO26FF"
"Q4045098","계획품","X","X","QFC01","Q_Machining(General)","2","2","1","79000","49","0","1","국내","2018-08-08","","","SEO26FF"
"Q4045501","계획품","X","X","QFC01","Q_Machining(General)","16","16","1","68000","74.50","23.33","2","국내","2026-07-16","","","SEO26FF"
"Q4045748","계획품","X","X","QFC01","Q_Machining(General)","5","5","1","180000","62","18.25","3","국내","2026-07-29","","","SEO26FF"
"Q4047391","보험품","X","X","QHB25","Q_Control Valve (Ready)","1","1","1","4470495","62","20.45","11","국내","2026-02-27","","","SEO26FF"
"Q4051167","보험품","X","O","QFC01","Q_Non/Fe Casting Metal(Copper)","4","4","2","329000","54","14.63","4","국내","2022-01-07","FM Hot Leveller","","SEO26FF"
"Q4057578","계획품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","2","","982257","168","0","1","(미확인)","2020-03-23","","","SEO26FF"
"Q3200485","보험품","X","X","QFC01","Q_Bolt & Nut","142","142","2","600","44.50","18.68","6","수입","2026-01-02","","","SEO26FF"
"Q4073338","보험품","X","X","QFC01","Q_Cast Steel (S)","2","2","1","2950000","77","0","1","국내","2022-02-10","","","SEO26FF"
"Q4079757","계획품","X","X","QHB25","Q_Machining(General)","2","2","1","4085000","64.75","4.99","4","국내","2026-08-11","","","SEO26FF"
"Q4080226","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","13600000","107.33","31.53","3","국내","2026-06-10","","","SEO26FF"
"Q4080430","계획품","X","O","QFC01","Q_Metal Bearing","1","1","","5700000","","","0","(미확인)","","FM Main Motor","","SEO26FF"
"Q4084463","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","4","4","1","927676","58","21.46","4","국내","2019-04-02","","","SEO26FF"
"Q4085105","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","9020000","67.25","12.69","4","국내","2025-12-16","","","SEO26FF"
"Q4089851","보험품","X","O","QFC01","Q_Machining(General)","2","2","2","16600","44.50","4.95","2","국내","2018-02-13","FM Edge Heater","","SEO26FF"
"Q4103142","보험품","X","O","QFC01","Q_Hydraulic & Pneumatics","1","1","","1593938","","","0","(미확인)","","FM Hot Leveller","","SEO26FF"
"Q4104776","계획품","X","X","QFC01","Q_Control Valve (Order)","1","2","3","19980000","126.75","34.61","4","국내","2021-11-17","","","SEO26FF"
"Q4034340","계획품","X","X","QHB24","Q_Steel Material","70.68","141.36","4","5046","31.50","18.66","40","수입","2026-08-13","","","SEO26FF"
"Q4112995","보험품","X","O","QFC01","Q_Roller(S)","4","4","2","27000","43","8.49","2","국내","2020-12-29","FM Hot Leveller","","SEO26FF"
"Q4119198","보험품","X","X","QFC01","Q_Manual Valve","1","1","1","8031660","74.40","17.44","5","국내","2024-01-30","FM Main Motor","","SEO26FF"
"Q4124066","보험품","X","X","QFC01","Q_Ball & Roller BRG","1","1","2","467111.61","239.71","159.81","7","수입","2024-07-05","","","SEO26FF"
"Q4136434","보험품","X","X","QFC01","Q_Machining(General)","2","2","","316390","","","0","(미확인)","","","","SEO26FF"
"Q4140768","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","2","2","2","1149100","70.50","7.78","2","국내","2014-12-15","","","SEO26FF"
"Q4140770","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","4","4","3","1018100","75.67","11.02","3","국내","2016-10-10","","","SEO26FF"
"Q4156386","보험품","X","X","QFC01","Q_Machining(General)","19","19","1","16005","22.50","19.09","2","국내","2016-10-19","","","SEO26FF"
"Q4168315","계획품","X","X","QFC01","Q_Rotary/Swivel Joint","1","1","1","746428.57","52.33","24.17","12","국내","2026-06-30","","","SEO26FF"
"Q4168388","계획품","X","X","QFC01","Q_Machinery Common","9","9","1","21109","36.90","17.16","10","국내","2026-01-15","FM Main Motor","","SEO26FF"
"Q4169942","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","1","1","1","5641350","91","0","1","국내","2014-04-18","","","SEO26FF"
"Q4172575","보험품","X","X","QFC01","Q_Control Valve (Order)","1","2","3","27940000","126.75","34.61","4","국내","2021-11-17","","","SEO26FF"
"Q4182619","보험품","X","X","QFC01","Q_Machining(General)","1","1","3","3704000","82","18.38","5","국내","2023-06-09","","","SEO26FF"
"Q4188532","보험품","X","X","QFC01","Q_Machining(General)","4","4","3","194000","66.86","18.18","7","국내","2024-02-14","","","SEO26FF"
"Q4189151","보험품","X","X","QFC01","Q_Machining(General)","6","6","4","81800","64.86","17.70","7","국내","2024-02-01","","","SEO26FF"
"Q4189150","보험품","X","X","QFC01","Q_Machining(General)","4","4","4","75300","63.29","17.02","7","국내","2024-02-01","","","SEO26FF"
"Q4198917","계획품","X","O","QFC01","Q_General Pump (Ready)","2","2","1","2368310","53.40","12.97","5","국내","2026-08-11","FM Main Motor","","SEO26FF"
"Q4200634","계획품","X","X","QHB24","Q_Ball & Roller BRG","3","3","1","993869","202.33","41.77","3","국내","2022-05-19","","","SEO26FF"
"Q4203928","보험품","X","X","QHB24","Q_Machining(General)","1","2","1","46000000","105.50","2.12","2","국내","2026-06-24","FM Main Motor","","SEO26FF"
"Q4204062","보험품","X","O","QHB24","Q_Gear & Gear box","2","2","1","1000000","87","14.14","2","국내","2026-06-17","FM Pinion Stand","","SEO26FF"
"Q4204059","보험품","X","O","QHB24","Q_Gear & Gear box","4","4","1","1200000","87","14.14","2","국내","2026-06-17","FM Pinion Stand","","SEO26FF"
"Q4204061","보험품","X","O","QHB24","Q_Gear & Gear box","1","1","1","1100000","79.50","3.54","2","국내","2026-06-17","FM Pinion Stand","","SEO26FF"
"Q4204060","보험품","X","O","QHB24","Q_Gear & Gear box","2","2","1","1350000","87","14.14","2","국내","2026-06-17","FM Pinion Stand","","SEO26FF"
"Q4208633","계획품","X","X","QHB24","Q_Machining(General)","2","2","2","220000","57","14.14","2","국내","2021-04-27","","","SEO26FF"
"Q4210315","보험품","X","X","QHB27","Q_Hydraulic Cylinder","1","1","1","3630000","101","0","1","국내","2014-10-16","","","SEO26FF"
"Q4210501","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","3503333.33","54","9.90","2","국내","2019-06-14","","","SEO26FF"
"Q4210610","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","2","2","2","357000","53.50","17.68","2","국내","2019-06-19","","","SEO26FF"
"Q4210612","보험품","X","X","QFC01","Q_Machining(General)","2","2","1","486666.67","54","9.90","2","국내","2019-06-14","","","SEO26FF"
"Q4225250","계획품","X","X","QHB25","Q_Machining(General)","1","1","2","725000","47.75","16.36","4","국내","2020-09-28","","","SEO26FF"
"Q4229869","계획품","X","X","QHB27","Q_Machining(General)","2","2","1","2490000","62","8.16","4","국내","2026-08-12","","","SEO26FF"
"Q4232430","보험품","X","X","QFC01","Q_Manual Valve","1","1","1","3295040","86.67","28.75","3","국내","2025-05-22","","","SEO26FF"
"Q4232896","계획품","X","X","QHB25","Q_Machining(General)","33","33","2","43000","62","15.56","2","국내","2026-02-27","","","SEO26FF"
"Q4232897","계획품","X","X","QHB25","Q_Machining(General)","66","66","2","20000","62","15.56","2","국내","2026-02-27","","","SEO26FF"
"Q4233153","계획품","X","O","QHB24","Q_Machining(General)","4","4","1","278500","53","0","1","국내","2026-07-22","FM Crop Shear","","SEO26FF"
"Q4239083","보험품","X","X","QHB27","Q_Instrument Parts","3","3","2","1176408.90","163","141.42","2","수입","2026-04-27","","","SEO26FF"
"Q4245535","보험품","X","X","QFC01","Q_Roller(S)","3","3","2","1280000","76","1.41","2","국내","2025-10-29","FM Main Motor","","SEO26FF"
"Q4245876","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","3","1","654977","134.50","24.68","4","국내","2022-12-21","","","SEO26FF"
"Q4246475","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","6","1","389222","139.43","32.23","7","국내","2026-08-18","Stand Main TR","","SEO26FF"
"Q4251042","계획품","X","X","QFC01","Q_Machining(General)","50","50","1","20996.67","52","12.73","2","국내","2020-01-29","","","SEO26FF"
"Q4256411","보험품","X","X","QFC01","Q_Filter(Ready Made)","4","4","1","154755","97.80","14.58","5","국내","2025-10-28","","","SEO26FF"
"Q4264097","보험품","X","X","QFC01","Q_Drive Coupling","5","15","3","110000","58.25","18.84","8","국내","2025-11-24","","","SEO26FF"
"Q4273074","보험품","X","X","QFC01","Q_Machining(General)","2","2","3","1150000","61.20","28.26","5","국내","2023-01-10","","","SEO26FF"
"Q4278883","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","295000","69","22","3","국내","2026-04-27","","","SEO26FF"
"Q4280135","보험품","X","X","QFC01","Q_Bolt & Nut","16","16","1","9303","56","1.41","2","국내","2024-07-23","","","SEO26FF"
"Q4283104","보험품","X","X","QFC01","Q_Manual Valve","1","1","1","895839","39.90","17.65","10","국내","2026-08-31","","","SEO26FF"
"Q4295492","계획품","X","X","QFC01","Q_Manual Valve","3","3","1","260514","45.60","24.69","5","국내","2026-08-12","EP 집진기 TR","","SEO26FF"
"Q4102245","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","6","14","2","138517.53","111.71","40.85","21","수입","2026-03-09","","","SEO26FF"
"Q3401267","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","7","3","93318","79","71.90","6","수입","2025-05-23","","","SEO26FF"
"Q4308842","계획품","X","O","QFC01","Q_Packing & Seal","1","2","1","205340","67.33","34.70","3","국내","2018-10-26","FM Crop Shear","","SEO26FF"
"Q4310783","계획품","X","O","QFC01","Q_Packing & Seal","2","2","1","17539","107.80","94.61","5","국내","2022-12-28","FM Crop Shear","","SEO26FF"
"Q4312812","보험품","X","X","QHB25","Q_Gear & Gear box","1","1","1","2480000","80","0","1","국내","2016-10-24","","","SEO26FF"
"Q4321160","보험품","X","X","QVC03","Q_Fan & Blower (Order)","1","1","1","4850000","78","0","1","국내","2017-02-03","FM Main Motor","","SEO26FF"
"Q4327789","보험품","X","X","QFC01","Q_Drive Coupling","1","1","2","2100000","67.33","21.03","3","국내","2023-04-10","","","SEO26FF"
"Q4336678","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","7354160","58","3.61","3","국내","2019-06-10","","","SEO26FF"
"Q4342710","계획품","X","X","QFC01","Q_Bolt & Nut","20","20","2","2791","122.33","126.69","3","수입","2020-10-28","","","SEO26FF"
"Q4347498","계획품","X","O","QHB24","Q_Machining(General)","1","1","1","125000","60.50","13.44","2","국내","2026-01-29","FM Spindle 감속기","","SEO26FF"
"Q4348128","보험품","X","X","QFC01","Q_Bolt & Nut","400","400","2","3220","66.86","52.48","7","수입","2023-01-18","","","SEO26FF"
"Q4349846","계획품","X","X","QHB25","Q_Machining(General)","6","8","2","35800000","107","38.18","2","국내","2026-06-10","","","SEO26FF"
"Q4354776","계획품","X","X","QFC01","Q_Hydraulic & Pneumatics","12","12","1","183980","42.89","9.20","9","국내","2024-03-06","","","SEO26FF"
"Q4357975","보험품","X","X","QFC01","Q_Control Valve (Ready)","1","1","1","3802490","68.50","24.77","8","국내","2025-03-06","","","SEO26FF"
"Q4383840","계획품","X","X","QFC01","Q_Hydraulic Cylinder","1","1","5","1870000","106.25","64.51","12","국내","2025-10-29","","","SEO26FF"
"Q4383841","계획품","X","X","QFC01","Q_Hydraulic Cylinder","2","2","5","1680000","124.89","63.67","9","국내","2025-10-29","","","SEO26FF"
"Q4384099","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","3","2","904166","151.75","52.32","4","수입","2023-07-25","","","SEO26FF"
"Q4386124","보험품","X","O","QFC01","Q_Hydraulic & Pneumatics","2","2","1","8923590","135.50","20.51","2","국내","2019-04-04","QOC Servo","","SEO26FF"
"Q4390457","보험품","X","X","QFC01","Q_Machining(General)","2","2","1","17928000","91","0","1","국내","2018-03-30","","","SEO26FF"
"Q4390712","계획품","X","X","QHB27","Q_Hydraulic & Pneumatics","1","1","1","17212690","175.67","31.21","3","국내","2026-06-11","","","SEO26FF"
"Q4394089","보험품","X","X","QVC03","Q_Rotary/Swivel Joint","1","1","1","3970000","76","8.29","4","국내","2021-04-02","","","SEO26FF"
"Q4398385","보험품","X","X","QFC01","Q_Filter(Ready Made)","1","1","1","7049560","102","26.85","3","국내","2023-07-21","","","SEO26FF"
"Q4403031","보험품","X","X","QFC01","Q_Instrument Parts","4","4","1","87355","41.55","18.17","20","국내","2025-02-18","","","SEO26FF"
"Q4410007","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","6","6","2","43000","54","19.08","3","국내","2021-06-10","","","SEO26FF"
"Q4412119","보험품","X","O","QFC01","Q_Chain","2","2","1","81019","36","6.56","3","국내","2023-03-20","FM Roll Alignment","","SEO26FF"
"Q4412288","계획품","X","O","QFC01","Q_Gear & Gear box","2","2","1","2500000","107","5.66","2","국내","2018-10-01","FM Spindle 감속기","","SEO26FF"
"Q4412576","계획품","X","X","QFC01","Q_Rotary/Swivel Joint","1","1","2","11850000","71","13.08","3","국내","2025-12-29","","","SEO26FF"
"Q4416013","계획품","X","O","QFC01","Q_Drive Coupling","1","1","1","250000","78","0","1","국내","2018-09-28","FM Spindle 감속기","","SEO26FF"
"Q4416076","계획품","X","X","QFC01","Q_Rotary/Swivel Joint","2","2","1","975000","63","16.09","3","국내","2026-07-27","","","SEO26FF"
"Q4416082","계획품","X","X","QFC01","Q_Rotary/Swivel Joint","1","1","1","600000","83.25","48.69","4","국내","2026-03-10","","","SEO26FF"
"Q4418347","계획품","X","X","QVC03","Q_Machining(General)","1","1","1","51170000","77.50","19.64","4","국내","2022-06-15","","","SEO26FF"
"Q4419677","계획품","X","O","QFC01","Q_Machining(General)","4","4","2","800000","77.67","8.82","6","국내","2026-08-11","FM Roll Alignment","","SEO26FF"
"Q4419678","계획품","X","X","QFC01","Q_Machining(General)","3","3","3","863000","66.86","11.82","7","국내","2026-08-12","","","SEO26FF"
"Q4423761","계획품","X","X","QFC01","Q_Machining(General)","2","2","1","935000","55","0","1","국내","2018-11-30","","","SEO26FF"
"Q4435466","보험품","X","X","QFC01","Q_Roller(S)","4","4","3","341000","58.33","17.16","3","국내","2025-08-26","FM Main Motor","","SEO26FF"
"Q4439263","보험품","X","O","QFC01","Q_Hydraulic Cylinder(Critical)","1","2","2","11500000","103","35.36","2","국내","2023-03-24","QOC Servo","","SEO26FF"
"Q4439264","보험품","X","O","QFC01","Q_Hydraulic Cylinder(Critical)","1","2","2","11900000","92","31.43","3","국내","2025-03-17","QOC Servo","","SEO26FF"
"Q4439265","보험품","X","O","QFC01","Q_Hydraulic Cylinder(Critical)","1","1","2","11900000","108.50","43.13","2","국내","2023-04-20","QOC Servo","","SEO26FF"
"Q4439266","보험품","X","O","QFC01","Q_Hydraulic Cylinder(Critical)","1","1","2","14806000","201.50","174.66","2","국내","2023-10-23","QOC Servo","","SEO26FF"
"Q4439269","보험품","X","X","QFC01","Q_Hydraulic Cylinder","1","2","2","9990000","97","12.73","2","국내","2023-05-16","","","SEO26FF"
"Q4439270","보험품","X","X","QFC01","Q_Hydraulic Cylinder","1","1","1","1378541","76","0","1","국내","2019-04-29","","","SEO26FF"
"Q4443501","보험품","X","X","QFC01","Q_Machining(General)","6","6","4","8000","40.50","6.06","6","국내","2026-01-09","","","SEO26FF"
"Q4444346","계획품","X","X","QFC01","Q_Drive Coupling","1","1","1","180000","52","0","1","국내","2019-06-05","","","SEO26FF"
"Q4450272","보험품","X","X","QFC01","Q_Hydraulic Cylinder","1","1","2","3800000","73.50","12.02","2","국내","2019-12-10","","","SEO26FF"
"Q4453988","보험품","X","X","QFC01","Q_Control Valve (Ready)","1","1","1","8726315","70.50","7.78","2","국내","2023-01-19","","","SEO26FF"
"Q4459402","보험품","X","X","QHB25","Q_Drive Joint","2","2","1","400000","42","0","1","국내","2019-10-14","","","SEO26FF"
"Q4460076","보험품","X","O","QFC01","Q_Gear & Gear box","1","1","1","2685000","42","0","1","국내","2019-11-01","FM Edge Heater","","SEO26FF"
"Q4465267","보험품","X","X","QVC03","Q_Hydraulic Cylinder(Critical)","1","1","3","13900000","114.55","42.24","11","국내","2026-05-19","","","SEO26FF"
"Q4468493","계획품","X","O","QFC01","Q_Machining(General)","2","2","1","199680","48","0","1","국내","2020-03-02","FM Main Motor","","SEO26FF"
"Q4468503","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","763840","58","0","1","국내","2020-03-12","FM Main Motor","","SEO26FF"
"Q4468504","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","763840","48","0","1","국내","2020-03-02","FM Main Motor","","SEO26FF"
"Q4470227","계획품","X","O","QFC01","Q_Machining(General)","1","1","1","99290","45","0","1","국내","2020-02-28","FM Main Motor","","SEO26FF"
"Q4471030","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","1462350","45","0","1","국내","2020-02-28","","","SEO26FF"
"Q4471765","보험품","X","X","QFC01","Q_Hydraulic Cylinder","1","1","3","2420000","106.33","44.77","3","국내","2026-04-15","","","SEO26FF"
"QS414625","보험품","X","X","QHB24","Q_QS_Thermal Spraying(General)","9.72","33.30498","1","667780.88","6.64","7.63","403","국내","2026-08-31","","","SEO26FF"
"Q4474243","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","550700","51","0","1","국내","2020-04-24","FM Main Motor","","SEO26FF"
"Q4480769","보험품","X","X","QFC01","Q_Hydraulic Cylinder","2","2","2","3976000","90.60","17.70","5","국내","2026-04-08","","","SEO26FF"
"Q4485045","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","730000","53","0","1","국내","2023-04-12","","","SEO26FF"
"Q4485080","보험품","X","X","QVC03","Q_Ball & Roller BRG","1","1","1","12883750","109","0","1","국내","2020-09-16","","","SEO26FF"
"Q4485081","보험품","X","X","QVC03","Q_Ball & Roller BRG","1","1","1","11646910","109","0","1","국내","2020-09-16","","","SEO26FF"
"Q4485087","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","620000","53","0","1","국내","2023-04-12","","","SEO26FF"
"Q4493662","보험품","X","X","QFC01","Q_Wheel","2","2","1","1200000","95","0","1","국내","2020-12-17","","","SEO26FF"
"Q4497103","보험품","X","X","QFC01","Q_Machining(General)","4","4","1","100000","72.67","18.45","3","국내","2022-09-21","","","SEO26FF"
"Q4499010","보험품","X","X","QFC01","Q_Machinery Common","4","5","1","36657320","166.94","59.20","16","국내","2026-05-18","","","SEO26FF"
"Q4501966","보험품","X","O","QFC01","Q_Machining(General)","8","8","1","32000","51","0","1","국내","2021-01-12","FM Hot Leveller","","SEO26FF"
"Q4503767","보험품","X","O","QFC01","Q_Common items","15","15","1","115326","44.80","6.06","5","국내","2024-05-23","FM Hot Leveller","","SEO26FF"
"Q4503770","계획품","X","O","QFC01","Q_Common items","10","10","1","41188","47.75","3.30","4","국내","2026-03-11","FM Hot Leveller","","SEO26FF"
"Q4504475","보험품","X","O","QFC01","Q_Machining(General)","1","1","1","630000","68","0","1","국내","2021-03-09","FM Hot Leveller","","SEO26FF"
"Q4504476","보험품","X","O","QFC01","Q_Machining(General)","2","2","1","490000","68","0","1","국내","2021-03-09","FM Roll Alignment","","SEO26FF"
"Q4504478","보험품","X","O","QFC01","Q_Machining(General)","2","2","1","420000","68","0","1","국내","2021-03-09","FM Roll Alignment","","SEO26FF"
"QS418165","보험품","X","X","QHB25","Q_QS_Machining(Special)","1","1","1","65000000","136.80","26.12","5","국내","2026-07-15","","","SEO26FF"
"Q4515205","보험품","X","O","QFC01","Q_Bolt & Nut","20","20","1","15061","33.67","12.10","3","국내","2022-07-05","FM Roll Alignment","","SEO26FF"
"Q4515206","보험품","X","O","QFC01","Q_Bolt & Nut","8","8","1","21083","40.50","3.54","2","국내","2022-01-13","FM Roll Alignment","","SEO26FF"
"Q4515573","보험품","X","X","QFC01","Q_Wheel","2","3","1","2650000","64","8.49","2","국내","2023-06-23","","","SEO26FF"
"Q4517465","보험품","X","X","QFC01","Q_Wheel","2","2","1","845000","107","0","1","국내","2021-07-28","","","SEO26FF"
"Q4517801","보험품","X","X","QFC01","Q_Wheel","6","6","1","795000","107","0","1","국내","2021-07-28","","","SEO26FF"
"Q4524604","보험품","X","X","QVC03","Q_Machining(General)","1","1","2","4300000","82","15.13","3","국내","2025-06-12","","","SEO26FF"
"Q4524949","보험품","X","X","QFC01","Q_Hydraulic Cylinder","2","2","1","1100000","86.33","24.91","3","국내","2025-06-12","","","SEO26FF"
"Q4530897","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","920000","115","0","1","국내","2021-12-10","","","SEO26FF"
"Q4531078","계획품","X","X","QVC03","Q_Machining(General)","3","3","1","1370000","54.67","5.13","3","국내","2026-03-05","FM Main Motor","","SEO26FF"
"Q4532058","보험품","X","X","QHB25","Q_Machining(General)","1","1","1","630000","50","0","1","국내","2021-10-19","Stand Main TR","","SEO26FF"
"Q4535892","계획품","X","O","QHB24","Q_Cast Iron (L)","2","2","1","31900000","132","50.51","3","국내","2026-08-14","FM Roll Alignment","","SEO26FF"
"Q4535894","계획품","X","O","QHB24","Q_Cast Iron (L)","2","2","1","31900000","132","50.51","3","국내","2026-08-14","FM Roll Alignment","","SEO26FF"
"Q4535900","계획품","X","O","QHB24","Q_Cast Iron (L)","1","1","1","41000000","114.33","59.21","3","국내","2026-07-31","FM Roll Alignment","","SEO26FF"
"Q4535902","계획품","X","O","QHB24","Q_Cast Iron (L)","1","1","1","41000000","135.50","65.76","2","국내","2026-07-31","FM Roll Alignment","","SEO26FF"
"Q4536719","보험품","X","X","QFC01","Q_Machining(General)","4","4","1","870000","53","0","1","국내","2022-01-03","","","SEO26FF"
"Q4537595","계획품","X","X","QHB25","Q_Control Valve (Ready)","2","3","1","5297586","112.25","10.31","4","국내","2026-07-20","","","SEO26FF"
"Q4541491","보험품","X","X","QFC01","Q_Machining(General)","2","2","1","875000","46","8.66","3","국내","2023-04-14","","","SEO26FF"
"Q4541492","보험품","X","X","QFC01","Q_Machining(General)","2","2","1","875000","46","8.66","3","국내","2023-04-14","","","SEO26FF"
"Q4543363","보험품","X","X","QFC01","Q_Gear & Gear box","1","1","1","3300000","141","0","1","국내","2022-04-29","","","SEO26FF"
"Q4546235","보험품","X","X","QHB24","Q_Hydraulic & Pneumatics","1","2","1","711183","98.75","63.76","4","국내","2025-11-19","","","SEO26FF"
"Q4548256","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","465000","62.50","9.19","2","국내","2025-11-24","","","SEO26FF"
"Q4548258","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","475000","62.50","9.19","2","국내","2025-11-24","","","SEO26FF"
"Q4548259","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","485000","62.50","9.19","2","국내","2025-11-24","","","SEO26FF"
"Q4548260","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","570000","62.50","9.19","2","국내","2025-11-24","","","SEO26FF"
"Q4551506","계획품","X","X","QFC01","Q_Anti-abrasion class(H/F)","1","1","1","13700000","119","0","1","국내","2026-05-21","","","SEO26FF"
"Q4551507","보험품","X","X","QVC03","Q_Anti-abrasion class(H/F)","1","1","1","12500000","169","0","1","국내","2025-07-02","","","SEO26FF"
"Q4559574","보험품","X","X","QFC01","Q_Drive Coupling","6","6","1","400000","61","0","1","국내","2022-07-13","","","SEO26FF"
"Q4559575","보험품","X","X","QFC01","Q_Drive Coupling","3","3","1","400000","61","0","1","국내","2022-07-13","","","SEO26FF"
"Q4559600","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","3","3","1","409909","37.71","23.14","7","국내","2026-03-30","","","SEO26FF"
"Q4559686","보험품","X","X","QFC01","Q_Machining(General)","3","3","1","1180000","52","0","1","국내","2022-07-04","","","SEO26FF"
"Q4562126","보험품","X","X","QFC01","Q_Cast Iron (S)","1","1","1","910000","35","0","1","국내","2022-07-20","","","SEO26FF"
"Q4562194","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","946000","42","0","1","국내","2022-07-27","","","SEO26FF"
"Q4572470","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","363895","35","0","1","국내","2022-11-11","","","SEO26FF"
"Q4572473","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","634217","42","0","1","국내","2022-11-18","","","SEO26FF"
"Q4573456","보험품","X","X","QFC01","Q_Drive Coupling","1","1","1","660000","75","0","1","국내","2023-01-30","","","SEO26FF"
"Q4575867","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","363000","62","0","1","국내","2022-12-22","","","SEO26FF"
"Q4576432","보험품","X","X","QFC01","Q_Machining(General)","4","4","1","1350000","59.50","2.12","2","국내","2024-07-11","","","SEO26FF"
"Q4576623","보험품","X","X","QFC01","Q_Anti-abrasion class(H/F)","1","1","2","1541000","66","7.07","2","국내","2024-07-24","","","SEO26FF"
"Q4576624","보험품","X","X","QFC01","Q_Anti-abrasion class(H/F)","1","1","2","1543000","66","7.07","2","국내","2024-07-24","","","SEO26FF"
"Q4582819","보험품","X","X","QVC07","Q_Steel Material","1","18","1","1605534.17","32.44","15.98","9","국내","2026-08-25","","","SEO26FF"
"Q4585577","보험품","X","O","QFC01","Q_Drive Coupling","3","7","1","130000","37.50","2.12","2","국내","2025-09-23","RM Stand Adjust","","SEO26FF"
"Q4585578","보험품","X","X","QFC01","Q_Machining(General)","5","5","1","59000","42","1.41","2","국내","2023-05-15","","","SEO26FF"
"Q4587154","보험품","X","O","QVC03","Q_Hydraulic & Pneumatics","5","5","1","13399100","199","0","1","국내","2023-09-04","QOC Servo","","SEO26FF"
"Q4588343","보험품","X","X","QHB25","Q_Machining(Special)","1","1","1","98870000","96","31.11","2","국내","2026-06-04","","","SEO26FF"
"Q4590955","보험품","X","X","QFC01","Q_Cast Steel (S)","2","2","1","1700000","50","0","1","국내","2023-05-04","","","SEO26FF"
"Q4597580","보험품","X","O","QFC01","Q_Common items","30","30","1","100911","48","0","1","국내","2023-06-15","FM Hot Leveller","","SEO26FF"
"Q4598537","보험품","X","X","QFC01","Q_Control Valve (Ready)","1","1","1","19269375","114.33","24.79","3","국내","2024-09-24","","","SEO26FF"
