"Signal","Status","Item","Type","Equipment","Kind","StopDate","OrderByDate","D_days","ExpectedNeed","CurrentStock","OrderNeed","OrderAmount","DeptCode"
"gray","재고충분","Q4535900","계획품","FM Roll Alignment","대수리","2026-09-04","2026-02-28","-187","1","1","0","0","SEO26FF"
"gray","재고충분","Q4535902","계획품","FM Roll Alignment","대수리","2026-09-04","2026-02-04","-211","1","1","0","0","SEO26FF"
"gray","재고불요","Q4537595","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4543363","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4548256","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4548258","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4548259","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4548260","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4551506","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q4559600","보험품","","상시","","","","2","3","0","0","SEO26FF"
"gray","재고불요","Q4573456","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q4576432","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","충분","Q4585577","보험품","RM Stand Adjust","상시","","","","1","3","0","0","SEO26FF"
"gray","재고불요","Q4585578","보험품","","상시","","","","0","5","0","0","SEO26FF"
"gray","재고불요","Q4605205","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4605206","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q4606740","보험품","","상시","","","","7","28","0","0","SEO26FF"
"gray","재고불요","Q4610709","계획품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q4611811","보험품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q4616814","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4626564","계획품","","상시","","","","0","150","0","0","SEO26FF"
"gray","재고불요","Q4627208","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q4653124","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q4635563","보험품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q4636078","보험품","","상시","","","","0","20","0","0","SEO26FF"
"gray","재고불요","Q4635441","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4642447","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4662921","보험품","","상시","","","","0","8","0","0","SEO26FF"
"gray","재고불요","Q4663525","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","충분","Q4640645","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","재고불요","Q4671514","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4659090","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4675700","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4676007","계획품","FM Main Motor","대수리","2026-09-04","2026-06-06","-89","1","1","0","0","SEO26FF"
"gray","재고불요","Q4668630","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4668643","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4670923","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4677113","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4679740","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q4681514","계획품","","상시","","","","0","8","0","0","SEO26FF"
"gray","재고불요","Q4681315","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4704375","계획품","FM Main Motor","대수리","2026-09-04","2026-02-23","-192","1","1","0","0","SEO26FF"
"gray","충분","Q4686594","보험품","QOC Servo","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q4691588","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4696404","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4697155","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4709438","계획품","FM Main Motor","대수리","2026-09-04","2026-05-15","-111","1","2","0","0","SEO26FF"
"gray","재고불요","Q4695959","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4695963","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4695964","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4695965","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4709544","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q4709545","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q4688109","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4699400","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4699194","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q4698941","계획품","FM Hot Leveller","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q4712148","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4712149","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4712150","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4712151","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4712152","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4712503","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4712672","계획품","FM Crop Shear","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4716626","계획품","","상시","","","","0","40","0","0","SEO26FF"
"gray","재고불요","Q4716627","계획품","","상시","","","","0","40","0","0","SEO26FF"
"gray","재고불요","Q4702499","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4702501","계획품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q4702503","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702505","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4702518","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702521","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702522","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702525","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702528","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702532","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4702536","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4701430","계획품","FM Main Motor","대수리","2026-09-04","2026-05-23","-103","1","6","0","0","SEO26FF"
"gray","재고불요","Q4700741","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4700628","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4700632","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4700633","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4700636","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4710841","계획품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q4711186","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4711077","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4711472","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4711473","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4693469","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4694508","계획품","","상시","","","","0","42","0","0","SEO26FF"
"gray","재고불요","Q4693461","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4693466","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q1048997","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q1137969","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q1218357","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q1219164","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q1260654","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q2088228","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q2130291","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q2185181","보험품","","상시","","","","1","5","0","0","SEO26FF"
"gray","충분","Q4017996","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q4017997","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q4017999","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q4018000","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q4018004","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q4018005","보험품","","상시","","","","4","13","0","0","SEO26FF"
"gray","충분","Q4018012","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q4018014","보험품","","상시","","","","2","3","0","0","SEO26FF"
"gray","충분","Q4169627","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","충분","Q4192133","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q4192171","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q4230326","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q4269272","보험품","","상시","","","","1","2","0","0","SEO26FF"
