"Item","Type","Grade","CSP","CEQ","UnitCost","StockDept","StockAll","Target","OrderNeed","OrderAmount","Action","Reason","DeptCode"
"Q4080226","계획품","B","X","X","13600000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4080430","계획품","S","X","O","5700000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.2)→0","SEO26FF"
"Q4084463","보험품","B","X","X","927676","4","4","3","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=3,상한8→3","SEO26FF"
"Q4085105","보험품","B","X","X","9020000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q4089851","보험품","A","X","O","16600","2","2","2","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=2,상한3,기준1→2","SEO26FF"
"Q4103142","보험품","A","X","O","1593938","1","1","1","0","0","유지","핵심보험[A] 소요無→기준1","SEO26FF"
"Q4104776","계획품","C","X","X","19980000","1","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4034340","계획품","C","X","X","5046","71","141","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4112995","보험품","A","X","O","27000","4","4","4","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4","SEO26FF"
"Q4119198","보험품","B","X","X","8031660","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q4124066","보험품","B","X","X","467112","1","1","2","1","467112","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4136434","보험품","B","X","X","316390","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4140768","보험품","C","X","X","1149100","2","2","2","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2","SEO26FF"
"Q4140770","보험품","C","X","X","1018100","4","4","2","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2","SEO26FF"
"Q4156386","보험품","C","X","X","16005","19","19","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4","SEO26FF"
"Q4168315","계획품","B","X","X","746429","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4168388","계획품","B","X","X","21109","9","9","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4169942","보험품","B","X","X","5641350","1","1","2","1","5641350","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4172575","보험품","C","X","X","27940000","1","2","2","1","27940000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2","SEO26FF"
"Q4182619","보험품","B","X","X","3704000","1","1","2","1","3704000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2","SEO26FF"
"Q4188532","보험품","C","X","X","194000","4","4","5","1","194000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=5,상한6→5","SEO26FF"
"Q4189151","보험품","C","X","X","81800","6","6","6","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=6,상한14→6","SEO26FF"
"Q4189150","보험품","C","X","X","75300","4","4","3","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=3,상한4→3","SEO26FF"
"Q4198917","계획품","A","X","O","2368310","2","2","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.3)→0","SEO26FF"
"Q4200634","계획품","A","X","X","993869","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4203928","보험품","C","X","X","46000000","1","2","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1","SEO26FF"
"Q4204062","보험품","A","X","O","1000000","2","2","1","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1","SEO26FF"
"Q4204059","보험품","A","X","O","1200000","4","4","4","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=4,상한0,기준1→4","SEO26FF"
"Q4204061","보험품","A","X","O","1100000","1","1","1","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1","SEO26FF"
"Q4204060","보험품","A","X","O","1350000","2","2","2","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=2,상한0,기준1→2","SEO26FF"
"Q4208633","계획품","C","X","X","220000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4210315","보험품","B","X","X","3630000","1","1","2","1","3630000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2","SEO26FF"
"Q4210501","보험품","B","X","X","3503333","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4210610","보험품","C","X","X","357000","2","2","2","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2","SEO26FF"
"Q4210612","보험품","B","X","X","486667","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4225250","계획품","C","X","X","725000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4229869","계획품","B","X","X","2490000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4232430","보험품","B","X","X","3295040","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4232896","계획품","C","X","X","43000","33","33","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4232897","계획품","C","X","X","20000","66","66","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4233153","계획품","A","X","O","278500","4","4","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4239083","보험품","B","X","X","1176409","3","3","3","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3","SEO26FF"
"Q4245535","보험품","C","X","X","1280000","3","3","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q4245876","보험품","C","X","X","654977","2","3","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q4246475","보험품","C","X","X","389222","2","6","10","8","3113776","발주","비핵심보험[C] μ_LT+SS(Z1.28)=10,상한0→10","SEO26FF"
"Q4251042","계획품","C","X","X","20997","50","50","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4256411","보험품","B","X","X","154755","4","4","5","1","154755","발주","비핵심보험[B] μ_LT+SS(Z1.65)=5,상한10→5","SEO26FF"
"Q4264097","보험품","C","X","X","110000","5","15","5","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=5,상한0→5","SEO26FF"
"Q4273074","보험품","B","X","X","1150000","2","2","3","1","1150000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=3,상한4→3","SEO26FF"
"Q4278883","계획품","B","X","X","295000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4280135","보험품","C","X","X","9303","16","16","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4","SEO26FF"
"Q4283104","보험품","B","X","X","895839","1","1","2","1","895839","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2","SEO26FF"
"Q4295492","계획품","B","X","X","260514","3","3","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.1)→0","SEO26FF"
"Q4102245","보험품","C","X","X","138518","6","14","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q3401267","보험품","C","X","X","93318","2","7","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4308842","계획품","C","X","O","205340","1","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4310783","계획품","S","X","O","17539","2","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4312812","보험품","B","X","X","2480000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4321160","보험품","B","X","X","4850000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4327789","보험품","B","X","X","2100000","1","1","2","1","2100000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4336678","보험품","B","X","X","7354160","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q4342710","계획품","B","X","X","2791","20","20","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4347498","계획품","A","X","O","125000","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4348128","보험품","B","X","X","3220","400","400","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4349846","계획품","C","X","X","35800000","6","8","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4354776","계획품","C","X","X","183980","12","12","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4357975","보험품","B","X","X","3802490","1","1","3","2","7604980","발주","비핵심보험[B] μ_LT+SS(Z1.65)=3,상한10→3","SEO26FF"
"Q4383840","계획품","B","X","X","1870000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4383841","계획품","B","X","X","1680000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4384099","보험품","C","X","X","904166","2","3","3","1","904166","발주","비핵심보험[C] μ_LT+SS(Z1.28)=3,상한0→3","SEO26FF"
"Q4386124","보험품","S","X","O","8923590","2","2","3","1","8923590","발주","핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3","SEO26FF"
"Q4390457","보험품","B","X","X","17928000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4390712","계획품","B","X","X","17212690","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4394089","보험품","B","X","X","3970000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4398385","보험품","B","X","X","7049560","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1","SEO26FF"
"Q4403031","보험품","C","X","X","87355","4","4","2","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2","SEO26FF"
"Q4410007","보험품","C","X","X","43000","6","6","3","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=3,상한6→3","SEO26FF"
"Q4412119","보험품","A","X","O","81019","2","2","1","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1","SEO26FF"
"Q4412288","계획품","A","X","O","2500000","2","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4412576","계획품","C","X","X","11850000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4416013","계획품","A","X","O","250000","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4416076","계획품","B","X","X","975000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4416082","계획품","B","X","X","600000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4418347","계획품","B","X","X","51170000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4419677","계획품","A","X","O","800000","4","4","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4419678","계획품","C","X","X","863000","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4423761","계획품","B","X","X","935000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4435466","보험품","C","X","X","341000","4","4","4","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한8→4","SEO26FF"
"Q4439263","보험품","C","X","O","11500000","1","2","1","0","0","유지","핵심보험[C] μ_LT+SS(Z1.28)=1,상한2,기준1→1","SEO26FF"
"Q4439264","보험품","C","X","O","11900000","1","2","1","0","0","유지","핵심보험[C] μ_LT+SS(Z1.28)=1,상한2,기준1→1","SEO26FF"
"Q4439265","보험품","A","X","O","11900000","1","1","2","1","11900000","발주","핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2","SEO26FF"
"Q4439266","보험품","S","X","O","14806000","1","1","2","1","14806000","발주","핵심보험[S] μ_LT+SS(Z2.58)=3,상한2,기준1→2","SEO26FF"
"Q4439269","보험품","C","X","X","9990000","1","2","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q4439270","보험품","B","X","X","1378541","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4443501","보험품","C","X","X","8000","6","6","6","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=6,상한6→6","SEO26FF"
"Q4444346","계획품","C","X","X","180000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4450272","보험품","C","X","X","3800000","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q4453988","보험품","B","X","X","8726315","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4459402","보험품","B","X","X","400000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4460076","보험품","A","X","O","2685000","1","1","1","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1","SEO26FF"
"Q4465267","보험품","B","X","X","13900000","1","1","2","1","13900000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4468493","계획품","A","X","O","199680","2","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4468503","계획품","B","X","X","763840","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4468504","계획품","B","X","X","763840","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4470227","계획품","A","X","O","99290","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4471030","계획품","B","X","X","1462350","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4471765","보험품","B","X","X","2420000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"QS414625","보험품","C","X","X","667781","10","33","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한13→4","SEO26FF"
"Q4474243","계획품","C","X","X","550700","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4480769","보험품","B","X","X","3976000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4485045","보험품","B","X","X","730000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4485080","보험품","B","X","X","12883750","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q4485081","보험품","B","X","X","11646910","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q4485087","보험품","B","X","X","620000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4493662","보험품","B","X","X","1200000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4497103","보험품","B","X","X","100000","4","4","1","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4499010","보험품","C","X","X","36657320","4","5","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q4501966","보험품","A","X","O","32000","8","8","1","0","0","감축","핵심보험[A] 소요無→기준1","SEO26FF"
"Q4503767","보험품","A","X","O","115326","15","15","8","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=8,상한15,기준1→8","SEO26FF"
"Q4503770","계획품","A","X","O","41188","10","10","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4504475","보험품","A","X","O","630000","1","1","1","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1","SEO26FF"
"Q4504476","보험품","A","X","O","490000","2","2","2","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2","SEO26FF"
"Q4504478","보험품","A","X","O","420000","2","2","2","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2","SEO26FF"
"QS418165","보험품","B","X","X","65000000","1","1","2","1","65000000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4515205","보험품","A","X","O","15061","20","20","36","16","240976","발주","핵심보험[A] μ_LT+SS(Z2.05)=36,상한0,기준1→36","SEO26FF"
"Q4515206","보험품","A","X","O","21083","8","8","8","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=8,상한0,기준1→8","SEO26FF"
"Q4515573","보험품","C","X","X","2650000","2","3","2","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2","SEO26FF"
"Q4517465","보험품","B","X","X","845000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4517801","보험품","B","X","X","795000","6","6","6","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=6,상한6→6","SEO26FF"
"Q4524604","보험품","B","X","X","4300000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4524949","보험품","B","X","X","1100000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4530897","보험품","B","X","X","920000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4531078","계획품","B","X","X","1370000","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4532058","보험품","B","X","X","630000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1","SEO26FF"
"Q4535892","계획품","S","X","O","31900000","2","2","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.8)→0","SEO26FF"
"Q4535894","계획품","S","X","O","31900000","2","2","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.8)→0","SEO26FF"
"Q4535900","계획품","S","X","O","41000000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.3)→0","SEO26FF"
"Q4535902","계획품","S","X","O","41000000","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4536719","보험품","B","X","X","870000","4","4","4","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한0→4","SEO26FF"
"Q4537595","계획품","C","X","X","5297586","2","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4541491","보험품","B","X","X","875000","2","2","8","6","5250000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=8,상한32→8","SEO26FF"
"Q4541492","보험품","B","X","X","875000","2","2","8","6","5250000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=8,상한32→8","SEO26FF"
"Q4543363","보험품","B","X","X","3300000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4546235","보험품","C","X","X","711183","1","2","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q4548256","계획품","B","X","X","465000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4548258","계획품","B","X","X","475000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4548259","계획품","B","X","X","485000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4548260","계획품","B","X","X","570000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4551506","계획품","B","X","X","13700000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4551507","보험품","B","X","X","12500000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1","SEO26FF"
"Q4559574","보험품","B","X","X","400000","6","6","6","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=6,상한0→6","SEO26FF"
"Q4559575","보험품","B","X","X","400000","3","3","3","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=3,상한0→3","SEO26FF"
"Q4559600","보험품","B","X","X","409909","3","3","2","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4559686","보험품","B","X","X","1180000","3","3","3","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=3,상한0→3","SEO26FF"
"Q4562126","보험품","C","X","X","910000","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한1→1","SEO26FF"
"Q4562194","보험품","B","X","X","946000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4572470","보험품","C","X","X","363895","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q4572473","보험품","B","X","X","634217","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4573456","보험품","B","X","X","660000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4575867","보험품","B","X","X","363000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4576432","보험품","C","X","X","1350000","4","4","2","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2","SEO26FF"
"Q4576623","보험품","C","X","X","1541000","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1","SEO26FF"
"Q4576624","보험품","C","X","X","1543000","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q4582819","보험품","C","X","X","1605534","1","18","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q4585577","보험품","C","X","O","130000","3","7","1","0","0","감축","핵심보험[C] 소요無→기준1","SEO26FF"
"Q4585578","보험품","C","X","X","59000","5","5","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4587154","보험품","S","X","O","13399100","5","5","5","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=5,상한5,기준1→5","SEO26FF"
"Q4588343","보험품","B","X","X","98870000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1","SEO26FF"
"Q4590955","보험품","B","X","X","1700000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4597580","보험품","A","X","O","100911","30","30","30","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=30,상한30,기준1→30","SEO26FF"
"Q4598537","보험품","B","X","X","19269375","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q4605205","보험품","B","X","X","1350000","2","2","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4605206","보험품","B","X","X","586000","2","2","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4606740","보험품","C","X","X","3101","28","28","7","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=7,상한0→7","SEO26FF"
"Q4610709","계획품","C","X","X","19000","10","10","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4611811","보험품","C","X","X","135000","4","4","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4612557","보험품","B","X","X","2774790","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한0→2","SEO26FF"
"Q4616814","보험품","B","X","X","304057","2","2","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4625628","보험품","B","X","X","27439590","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4625646","보험품","B","X","X","39463680","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4626564","계획품","C","X","X","538","150","150","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4627208","계획품","B","X","X","17212690","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4653124","보험품","B","X","X","9688580","2","2","1","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4635563","보험품","C","X","X","18000","10","10","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4636078","보험품","C","X","X","124044","20","20","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4635441","보험품","C","X","X","35000","2","2","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4642447","보험품","C","X","X","1080000","1","1","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4662921","보험품","B","X","X","13000","8","8","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4663525","계획품","C","X","X","116356","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4652294","보험품","B","X","X","4145000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4640645","보험품","C","X","X","840000","3","3","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1","SEO26FF"
"Q4671514","보험품","B","X","X","1800000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4659090","계획품","B","X","X","17400000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4675700","보험품","B","X","X","1015000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4676007","계획품","A","X","O","2009865","1","1","1","0","0","유지","핵심설비계획품 소요활발(λ4.6)→소량1","SEO26FF"
"Q4668630","보험품","B","X","X","134000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4668643","보험품","B","X","X","5840000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4670923","보험품","C","X","X","99000","1","1","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
