Outbound Date	Qcode	수량	Dept Code	Item Type	부서명	섹션명	Leaf Class	Category
2021-10-02	Q2087833	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2021-10-22	Q2087833	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2021-10-09	Q2087833	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-10-17	Q4080430	3	SEO26FF	Metal Bearing	(광양)압연설비1부	열연정비1섹션	Metal Bearing	Metal Bearing
2024-10-21	Q4080430	3	SEO26FF	Metal Bearing	(광양)압연설비1부	열연정비1섹션	Metal Bearing	Metal Bearing
2024-10-09	Q4080430	2	SEO26FF	Metal Bearing	(광양)압연설비1부	열연정비1섹션	Metal Bearing	Metal Bearing
2026-03-03	Q4693461	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-16	Q4693461	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-09	Q4693461	6	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-27	Q2098351	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-01	Q2098351	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-23	Q2098351	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-05-27	Q4169634	1	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-05-17	Q4169634	1	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-05-31	Q4169634	0	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2024-12-04	Q4034340	3	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2024-12-23	Q4034340	2	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2024-12-15	Q4034340	2	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-08-20	Q2135729	11	SEO26FF	Steel Material	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-08-22	Q2135729	11	SEO26FF	Steel Material	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-08-16	Q2135729	11	SEO26FF	Steel Material	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-04-18	Q4605206	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-04-11	Q4605206	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-04-29	Q4605206	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-05-16	Q1078004	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-05-22	Q1078004	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-05-03	Q1078004	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-01-18	Q4017406	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-01-22	Q4017406	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-01-13	Q4017406	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-06-27	Q2060148	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-06-19	Q2060148	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-06-19	Q2060148	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-03-11	Q4080226	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-03-20	Q4080226	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-03-25	Q4080226	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-01-30	Q1053468	12	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-01-31	Q1053468	12	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-01-13	Q1053468	11	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-08-18	Q2143592	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-08-30	Q2143592	1	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-08-06	Q2143592	1	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-04-10	Q4251042	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-19	Q4251042	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-28	Q4251042	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2016-12-21	Q4559600	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2016-12-03	Q4559600	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2016-12-27	Q4559600	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-04-28	Q4085105	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-10	Q4085105	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-12	Q4085105	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-09-25	Q4015952	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-09-26	Q4015952	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-09-10	Q4015952	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-22	Q1034397	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-12-13	Q1034397	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-12-19	Q1034397	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-11-28	Q1077486	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-29	Q1077486	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-07	Q1077486	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-09-07	Q2054201	11	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2022-09-13	Q2054201	10	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2022-09-17	Q2054201	10	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-10-17	Q1035525	3	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2025-10-14	Q1035525	3	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2025-10-22	Q1035525	2	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2024-10-31	Q2187474	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-18	Q2187474	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-07	Q2187474	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-10-24	Q2064661	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Pneumatic Cylinder
2017-10-26	Q2064661	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Pneumatic Cylinder
2017-10-09	Q2064661	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Pneumatic Cylinder
2024-09-23	Q1072836	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-09-16	Q1072836	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-09-28	Q1072836	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-12-07	Q1137969	16	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2024-12-19	Q1137969	15	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2024-12-17	Q1137969	15	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2017-12-13	Q1000108	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2017-12-25	Q1000108	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2017-12-11	Q1000108	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2019-06-07	Q1071793	1	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2019-06-02	Q1071793	1	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2019-06-01	Q1071793	0	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2022-09-03	Q4080226	14	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-09-16	Q4080226	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-09-18	Q4080226	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-04-12	Q4559600	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-04-10	Q4559600	8	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-04-14	Q4559600	8	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-07-16	Q2118643	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-07-03	Q2118643	11	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-07-19	Q2118643	11	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-09-21	Q1030453	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-09-16	Q1030453	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-09-02	Q1030453	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2020-11-02	Q4576624	6	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2020-11-09	Q4576624	6	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2020-11-30	Q4576624	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-02-06	Q1029614	3	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2025-02-28	Q1029614	2	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2025-02-11	Q1029614	2	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2025-05-04	Q2142898	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-05-24	Q2142898	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-05-22	Q2142898	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2016-11-08	Q2082726	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2016-11-02	Q2082726	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2016-11-25	Q2082726	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-08-21	Q2234798	7	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2024-08-22	Q2234798	6	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2024-08-20	Q2234798	6	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2024-11-16	Q4576623	1	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2024-11-21	Q4576623	1	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2024-11-23	Q4576623	0	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2021-03-15	Q1204949	6	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2021-03-26	Q1204949	6	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2021-03-02	Q1204949	6	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2023-05-02	Q4336678	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2023-05-05	Q4336678	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2023-05-23	Q4336678	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-09-13	Q1030453	25	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-09-25	Q1030453	24	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-09-02	Q1030453	24	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-12-30	Q4015950	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-30	Q4015950	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-21	Q4015950	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-06-03	Q1204949	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2022-06-23	Q1204949	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2022-06-27	Q1204949	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-05-28	Q4232430	1	SEO26FF	Manual Valve	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2026-05-19	Q4232430	1	SEO26FF	Manual Valve	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2026-05-25	Q4232430	1	SEO26FF	Manual Valve	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2024-11-04	Q2060332	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2024-11-23	Q2060332	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2024-11-03	Q2060332	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2025-04-09	Q2060462	6	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-26	Q2060462	6	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-27	Q2060462	5	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2024-11-30	Q1031104	20	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-11-22	Q1031104	20	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-11-18	Q1031104	20	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-07-17	Q4659090	3	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-07-30	Q4659090	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-07-28	Q4659090	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2022-07-07	Q2087833	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2022-07-27	Q2087833	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2022-07-18	Q2087833	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-05-09	Q4493662	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2020-05-26	Q4493662	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2020-05-04	Q4493662	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2022-01-09	Q2060465	1	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2022-01-09	Q2060465	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2022-01-16	Q2060465	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-10-07	Q1035525	1	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2025-10-13	Q1035525	1	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2025-10-10	Q1035525	1	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2018-05-25	Q1073859	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-05-13	Q1073859	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-05-06	Q1073859	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-03-10	Q1076627	6	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2026-03-13	Q1076627	6	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2026-03-07	Q1076627	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2025-10-29	Q1308654	3	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-10-06	Q1308654	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-10-18	Q1308654	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-02-19	Q1077676	8	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-02-28	Q1077676	8	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-02-24	Q1077676	8	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-01	Q4210501	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-01-19	Q4210501	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-01-19	Q4210501	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-05-14	Q4702522	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-05-12	Q4702522	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-05-15	Q4702522	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-11	Q2106112	2	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-09-09	Q2106112	2	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-09-11	Q2106112	2	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2019-10-14	Q4702499	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-10-02	Q4702499	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-10-31	Q4702499	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-07-09	Q1072889	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-07-31	Q1072889	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-07-29	Q1072889	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-03-12	Q1077922	4	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-03-29	Q1077922	3	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-03-21	Q1077922	3	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-01	Q2154362	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-01-22	Q2154362	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-01-23	Q2154362	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-12-13	Q4045098	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-12-19	Q4045098	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-12-31	Q4045098	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-04	Q1040729	2	SEO26FF	Pneumatic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Pneumatic Cylinder
2025-11-18	Q1040729	1	SEO26FF	Pneumatic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Pneumatic Cylinder
2025-11-06	Q1040729	1	SEO26FF	Pneumatic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Pneumatic Cylinder
2025-08-28	Q4524949	9	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-28	Q4524949	8	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-25	Q4524949	8	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-18	Q1080084	2	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-04-19	Q1080084	2	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-04-01	Q1080084	1	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2024-12-29	Q2059081	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-16	Q2059081	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-27	Q2059081	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-04-02	Q1019695	17	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2026-04-17	Q1019695	17	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
