INbound Date	Qcode	수량	Dept Code	Item Type	부서명	섹션명	Leaf Class	Category
2024-10-03	Q4045748	23	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-19	Q4045748	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-22	Q4045748	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-10-19	Q2137922	21	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-10-19	Q2137922	21	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-10-05	Q2137922	20	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2024-11-13	Q4210612	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-17	Q4210612	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-01	Q4210612	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-07-25	Q4612557	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2026-07-12	Q4612557	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2026-07-10	Q4612557	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2024-11-07	Q4700632	9	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2024-11-07	Q4700632	8	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2024-11-13	Q4700632	8	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2025-07-05	Q4551506	32	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-07-14	Q4551506	32	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-07-02	Q4551506	32	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2026-03-14	Q1039945	10	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2026-03-20	Q1039945	9	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2026-03-29	Q1039945	9	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-12-06	Q2228118	21	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2025-12-05	Q2228118	21	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2025-12-05	Q2228118	20	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2025-06-03	Q4251042	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-03	Q4251042	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-05	Q4251042	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-11-24	Q4695959	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-11-11	Q4695959	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-11-04	Q4695959	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-09-27	Q4485080	23	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2022-09-13	Q4485080	22	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2022-09-30	Q4485080	22	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2022-07-16	Q1072820	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-07-18	Q1072820	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-07-30	Q1072820	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-23	Q2059083	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-26	Q2059083	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-08	Q2059083	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-03-29	Q4485087	14	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-03-09	Q4485087	14	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-03-01	Q4485087	14	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-02-05	Q1297201	34	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-02-25	Q1297201	33	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-02-19	Q1297201	33	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-07-08	Q4551506	15	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-07-13	Q4551506	15	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-07-17	Q4551506	15	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2022-11-09	Q2087833	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2022-11-18	Q2087833	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2022-11-20	Q2087833	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-08-15	Q2118643	13	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-08-18	Q2118643	13	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-08-16	Q2118643	13	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-05-01	Q4232896	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-05-20	Q4232896	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-05-25	Q4232896	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-01	Q2126080	17	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-11	Q2126080	16	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-05	Q2126080	16	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-23	Q2141021	22	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
2026-03-10	Q2141021	21	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
2026-03-22	Q2141021	21	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
2026-02-06	Q2095006	12	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2026-02-06	Q2095006	11	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2026-02-08	Q2095006	11	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2025-02-12	Q4278883	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-02-04	Q4278883	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-02-15	Q4278883	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-12	Q4716626	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-11-05	Q4716626	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-11-13	Q4716626	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-02-22	Q4384099	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-02-14	Q4384099	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-02-03	Q4384099	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-04-16	Q1051490	13	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-04-06	Q1051490	12	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-04-26	Q1051490	12	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2026-04-21	Q2142284	14	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-04-22	Q2142284	14	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-04-13	Q2142284	13	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-04-12	Q2210205	20	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-04-16	Q2210205	20	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-04-16	Q2210205	20	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2021-12-11	Q4712151	3	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Manual Valve
2021-12-29	Q4712151	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Manual Valve
2021-12-30	Q4712151	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Manual Valve
2025-07-05	Q1077340	21	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-07-06	Q1077340	21	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-07-08	Q1077340	21	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-03-16	Q1077476	29	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2026-03-09	Q1077476	28	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2026-03-24	Q1077476	28	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2024-12-21	Q2098351	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-12-10	Q2098351	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-12-24	Q2098351	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-04-21	Q2125462	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-04-30	Q2125462	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-04-12	Q2125462	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-26	Q4485081	34	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2026-03-22	Q4485081	33	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2026-03-23	Q4485081	33	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2025-05-07	Q4606740	4	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-05-01	Q4606740	3	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-05-05	Q4606740	3	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2018-04-08	Q4182619	23	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-04-03	Q4182619	23	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-04-02	Q4182619	23	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-27	Q4439266	33	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
2025-04-01	Q4439266	33	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
2025-04-19	Q4439266	33	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
2026-03-18	Q1019689	24	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2026-03-05	Q1019689	23	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2026-03-27	Q1019689	23	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2025-04-29	QS429155	11	SEO26FF	QS Thermal Spraying(Roller)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	QS Thermal Spraying(Roller)
2025-04-26	QS429155	10	SEO26FF	QS Thermal Spraying(Roller)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	QS Thermal Spraying(Roller)
2025-04-25	QS429155	10	SEO26FF	QS Thermal Spraying(Roller)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	QS Thermal Spraying(Roller)
2020-01-30	Q2054727	8	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2020-01-23	Q2054727	7	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2020-01-04	Q2054727	7	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-03-19	Q2177492	7	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-03-19	Q2177492	7	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-03-28	Q2177492	7	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-12-27	Q2163394	10	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-12-16	Q2163394	10	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-12-13	Q2163394	10	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-06-05	Q4210213	14	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2026-06-18	Q4210213	14	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2026-06-28	Q4210213	13	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2025-06-07	Q1019015	8	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2025-06-05	Q1019015	7	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2025-06-04	Q1019015	7	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2024-09-04	Q2028329	12	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-09-15	Q2028329	12	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-09-07	Q2028329	12	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-12-31	Q4079757	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-11	Q4079757	6	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-19	Q4079757	6	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-11-02	Q2065292	26	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2017-11-29	Q2065292	26	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2017-11-26	Q2065292	26	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-05-08	Q2110732	31	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-05-03	Q2110732	31	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-05-12	Q2110732	30	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-07-03	Q1076627	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2017-07-23	Q1076627	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2017-07-26	Q1076627	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2018-08-21	Q4386124	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2018-08-04	Q4386124	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2018-08-13	Q4386124	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2020-05-13	Q4018210	23	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2020-05-30	Q4018210	23	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2020-05-11	Q4018210	22	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-09-01	Q4008483	20	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비2섹션	Resinoid Class (General)	Resinoid Class (General)
2025-09-01	Q4008483	20	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비2섹션	Resinoid Class (General)	Resinoid Class (General)
2025-09-01	Q4008483	20	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비2섹션	Resinoid Class (General)	Resinoid Class (General)
2026-08-23	Q4626564	16	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2026-08-07	Q4626564	16	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2026-08-08	Q4626564	15	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2025-09-09	Q2118643	13	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-06	Q2118643	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-07	Q2118643	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-08-30	Q4659090	17	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-27	Q4659090	17	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-27	Q4659090	17	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2022-12-06	Q4312812	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2022-12-27	Q4312812	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2022-12-26	Q4312812	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2025-12-07	Q4515206	6	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-12-19	Q4515206	5	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-12-02	Q4515206	5	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-03-30	Q4712150	25	SEO26FF	Manual Valve	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2025-03-25	Q4712150	25	SEO26FF	Manual Valve	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2025-03-22	Q4712150	24	SEO26FF	Manual Valve	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2025-09-06	Q2125396	23	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-23	Q2125396	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-02	Q2125396	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-29	Q4559600	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-06-03	Q4559600	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-06-27	Q4559600	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-02-01	Q2052411	14	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-02-03	Q2052411	13	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-02-26	Q2052411	13	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-26	Q2054727	15	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-01-01	Q2054727	15	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-01-14	Q2054727	14	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2023-05-06	Q1040312	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2023-05-17	Q1040312	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2023-05-16	Q1040312	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-11-01	Q1308654	17	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-11-03	Q1308654	16	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-11-30	Q1308654	16	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-01-16	Q4412288	20	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2025-01-11	Q4412288	19	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2025-01-10	Q4412288	19	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2021-10-15	Q2070801	14	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2021-10-05	Q2070801	14	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2021-10-30	Q2070801	14	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2024-10-29	Q4416076	17	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2024-10-03	Q4416076	16	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2024-10-13	Q4416076	16	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
