Item,DeptCode,Type,TypeSource,Grade,CSP,CEQ,UnitCost,StockDept,StockAll,Target,OrderNeed,OrderAmount,Action,Reason
Q4015951,SEO26FF,계획품,master.csv,C,X,X,4200000,1,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4015952,SEO26FF,계획품,master.csv,C,X,X,4480000,1,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4015953,SEO26FF,계획품,master.csv,C,X,X,4480000,1,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4017406,SEO26FF,계획품,master.csv,B,X,X,1610500,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4020699,SEO26FF,보험품,master.csv,A,X,O,155355,3,3,5,2,310710,발주,"핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5"
Q4026534,SEO26FF,계획품,master.csv,C,X,X,16000,100,100,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4030002,SEO26FF,계획품,master.csv,B,X,X,850000,4,4,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4030286,SEO26FF,보험품,master.csv,A,X,O,11500,1,1,1,0,0,유지,핵심보험[A] 소요無→기준1
Q4030636,SEO26FF,보험품,master.csv,A,X,O,12000,1,1,1,0,0,유지,핵심보험[A] 소요無→기준1
Q4033165,SEO26FF,계획품,master.csv,C,X,X,3933000,2,10,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4034332,SEO26FF,보험품,master.csv,B,X,X,1765000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2"
Q4037546,SEO26FF,계획품,master.csv,B,X,X,1017533,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4041104,SEO26FF,보험품,master.csv,C,X,X,258000,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q4045098,SEO26FF,계획품,master.csv,C,X,X,79000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4045501,SEO26FF,계획품,master.csv,B,X,X,68000,16,16,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4045748,SEO26FF,계획품,master.csv,B,X,X,180000,5,5,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4047391,SEO26FF,보험품,master.csv,B,X,X,4470495,1,1,2,1,4470495,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2"
Q4051167,SEO26FF,보험품,master.csv,A,X,O,329000,4,4,3,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한4,기준1→3"
Q4057578,SEO26FF,계획품,master.csv,B,X,X,982257,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q3200485,SEO26FF,보험품,master.csv,C,X,X,600,142,142,8,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=29,상한8→8"
Q4073338,SEO26FF,보험품,master.csv,B,X,X,2950000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4079757,SEO26FF,계획품,master.csv,B,X,X,4085000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4080226,SEO26FF,계획품,master.csv,B,X,X,13600000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4080430,SEO26FF,계획품,master.csv,S,X,O,5700000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0
Q4084463,SEO26FF,보험품,master.csv,B,X,X,927676,4,4,3,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한8→3"
Q4085105,SEO26FF,보험품,master.csv,B,X,X,9020000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4089851,SEO26FF,보험품,master.csv,A,X,O,16600,2,2,2,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한3,기준1→2"
Q4103142,SEO26FF,보험품,master.csv,A,X,O,1593938,1,1,1,0,0,유지,핵심보험[A] 소요無→기준1
Q4104776,SEO26FF,계획품,master.csv,C,X,X,19980000,1,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4034340,SEO26FF,계획품,master.csv,C,X,X,5046,71,141,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4112995,SEO26FF,보험품,master.csv,A,X,O,27000,4,4,4,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4"
Q4119198,SEO26FF,보험품,master.csv,B,X,X,8031660,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4124066,SEO26FF,보험품,master.csv,B,X,X,467112,1,1,2,1,467112,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4136434,SEO26FF,보험품,master.csv,B,X,X,316390,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4140768,SEO26FF,보험품,master.csv,C,X,X,1149100,2,2,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2"
Q4140770,SEO26FF,보험품,master.csv,C,X,X,1018100,4,4,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2"
Q4156386,SEO26FF,보험품,master.csv,C,X,X,16005,19,19,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4"
Q4168315,SEO26FF,계획품,master.csv,B,X,X,746429,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4168388,SEO26FF,계획품,master.csv,B,X,X,21109,9,9,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4169942,SEO26FF,보험품,master.csv,B,X,X,5641350,1,1,2,1,5641350,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4172575,SEO26FF,보험품,master.csv,C,X,X,27940000,1,2,2,1,27940000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2"
Q4182619,SEO26FF,보험품,master.csv,B,X,X,3704000,1,1,2,1,3704000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2"
Q4188532,SEO26FF,보험품,master.csv,C,X,X,194000,4,4,5,1,194000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한6→5"
Q4189151,SEO26FF,보험품,master.csv,C,X,X,81800,6,6,6,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한14→6"
Q4189150,SEO26FF,보험품,master.csv,C,X,X,75300,4,4,3,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한4→3"
Q4198917,SEO26FF,계획품,master.csv,A,X,O,2368310,2,2,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.3)→0
Q4200634,SEO26FF,계획품,master.csv,A,X,X,993869,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4203928,SEO26FF,보험품,master.csv,C,X,X,46000000,1,2,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1"
Q4204062,SEO26FF,보험품,master.csv,A,X,O,1000000,2,2,1,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1"
Q4204059,SEO26FF,보험품,master.csv,A,X,O,1200000,4,4,4,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4"
Q4204061,SEO26FF,보험품,master.csv,A,X,O,1100000,1,1,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1"
Q4204060,SEO26FF,보험품,master.csv,A,X,O,1350000,2,2,2,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한0,기준1→2"
Q4208633,SEO26FF,계획품,master.csv,C,X,X,220000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4210315,SEO26FF,보험품,master.csv,B,X,X,3630000,1,1,2,1,3630000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2"
Q4210501,SEO26FF,보험품,master.csv,B,X,X,3503333,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4210610,SEO26FF,보험품,master.csv,C,X,X,357000,2,2,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2"
Q4210612,SEO26FF,보험품,master.csv,B,X,X,486667,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4225250,SEO26FF,계획품,master.csv,C,X,X,725000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4229869,SEO26FF,계획품,master.csv,B,X,X,2490000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4232430,SEO26FF,보험품,master.csv,B,X,X,3295040,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4232896,SEO26FF,계획품,master.csv,C,X,X,43000,33,33,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4232897,SEO26FF,계획품,master.csv,C,X,X,20000,66,66,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4233153,SEO26FF,계획품,master.csv,A,X,O,278500,4,4,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4239083,SEO26FF,보험품,master.csv,B,X,X,1176409,3,3,3,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3"
Q4245535,SEO26FF,보험품,master.csv,C,X,X,1280000,3,3,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q4245876,SEO26FF,보험품,master.csv,C,X,X,654977,2,3,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q4246475,SEO26FF,보험품,master.csv,C,X,X,389222,2,6,10,8,3113776,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=10,상한0→10"
Q4251042,SEO26FF,계획품,master.csv,C,X,X,20997,50,50,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4256411,SEO26FF,보험품,master.csv,B,X,X,154755,4,4,5,1,154755,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한10→5"
Q4264097,SEO26FF,보험품,master.csv,C,X,X,110000,5,15,5,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한0→5"
Q4273074,SEO26FF,보험품,master.csv,B,X,X,1150000,2,2,3,1,1150000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한5→3"
Q4278883,SEO26FF,계획품,master.csv,B,X,X,295000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4280135,SEO26FF,보험품,master.csv,C,X,X,9303,16,16,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4"
Q4283104,SEO26FF,보험품,master.csv,B,X,X,895839,1,1,2,1,895839,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2"
Q4295492,SEO26FF,계획품,master.csv,B,X,X,260514,3,3,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.1)→0
Q4102245,SEO26FF,보험품,master.csv,C,X,X,138518,6,14,0,0,0,감축,비핵심보험[C] 소요無→0
Q3401267,SEO26FF,보험품,master.csv,C,X,X,93318,2,7,0,0,0,감축,비핵심보험[C] 소요無→0
Q4308842,SEO26FF,계획품,master.csv,C,X,O,205340,1,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4310783,SEO26FF,계획품,master.csv,S,X,O,17539,2,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4312812,SEO26FF,보험품,master.csv,B,X,X,2480000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4321160,SEO26FF,보험품,master.csv,B,X,X,4850000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4327789,SEO26FF,보험품,master.csv,B,X,X,2100000,1,1,2,1,2100000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4336678,SEO26FF,보험품,master.csv,B,X,X,7354160,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4342710,SEO26FF,계획품,master.csv,B,X,X,2791,20,20,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4347498,SEO26FF,계획품,master.csv,A,X,O,125000,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4348128,SEO26FF,보험품,master.csv,B,X,X,3220,400,400,0,0,0,감축,비핵심보험[B] 소요無→0
Q4349846,SEO26FF,계획품,master.csv,C,X,X,35800000,6,8,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4354776,SEO26FF,계획품,master.csv,C,X,X,183980,12,12,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4357975,SEO26FF,보험품,master.csv,B,X,X,3802490,1,1,3,2,7604980,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한10→3"
Q4383840,SEO26FF,계획품,master.csv,B,X,X,1870000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4383841,SEO26FF,계획품,master.csv,B,X,X,1680000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4384099,SEO26FF,보험품,master.csv,C,X,X,904166,2,3,3,1,904166,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한0→3"
Q4386124,SEO26FF,보험품,master.csv,S,X,O,8923590,2,2,3,1,8923590,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3"
Q4390457,SEO26FF,보험품,master.csv,B,X,X,17928000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4390712,SEO26FF,계획품,master.csv,B,X,X,17212690,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4394089,SEO26FF,보험품,master.csv,B,X,X,3970000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4398385,SEO26FF,보험품,master.csv,B,X,X,7049560,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4403031,SEO26FF,보험품,master.csv,C,X,X,87355,4,4,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2"
Q4410007,SEO26FF,보험품,master.csv,C,X,X,43000,6,6,3,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한6→3"
Q4412119,SEO26FF,보험품,master.csv,A,X,O,81019,2,2,1,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1"
Q4412288,SEO26FF,계획품,master.csv,A,X,O,2500000,2,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4412576,SEO26FF,계획품,master.csv,C,X,X,11850000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4416013,SEO26FF,계획품,master.csv,A,X,O,250000,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4416076,SEO26FF,계획품,master.csv,B,X,X,975000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4416082,SEO26FF,계획품,master.csv,B,X,X,600000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4418347,SEO26FF,계획품,master.csv,B,X,X,51170000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4419677,SEO26FF,계획품,master.csv,A,X,O,800000,4,4,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4419678,SEO26FF,계획품,master.csv,C,X,X,863000,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4423761,SEO26FF,계획품,master.csv,B,X,X,935000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4435466,SEO26FF,보험품,master.csv,C,X,X,341000,4,4,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한8→4"
Q4439263,SEO26FF,보험품,master.csv,C,X,O,11500000,1,2,1,0,0,유지,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한2,기준1→1"
Q4439264,SEO26FF,보험품,master.csv,C,X,O,11900000,1,2,1,0,0,유지,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한2,기준1→1"
Q4439265,SEO26FF,보험품,master.csv,A,X,O,11900000,1,1,2,1,11900000,발주,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2"
Q4439266,SEO26FF,보험품,master.csv,S,X,O,14806000,1,1,2,1,14806000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한2,기준1→2"
Q4439269,SEO26FF,보험품,master.csv,C,X,X,9990000,1,2,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q4439270,SEO26FF,보험품,master.csv,B,X,X,1378541,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4443501,SEO26FF,보험품,master.csv,C,X,X,8000,6,6,6,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한0→6"
Q4444346,SEO26FF,계획품,master.csv,C,X,X,180000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4450272,SEO26FF,보험품,master.csv,C,X,X,3800000,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q4453988,SEO26FF,보험품,master.csv,B,X,X,8726315,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4459402,SEO26FF,보험품,master.csv,B,X,X,400000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4460076,SEO26FF,보험품,master.csv,A,X,O,2685000,1,1,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1"
Q4465267,SEO26FF,보험품,master.csv,B,X,X,13900000,1,1,2,1,13900000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4468493,SEO26FF,계획품,master.csv,A,X,O,199680,2,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4468503,SEO26FF,계획품,master.csv,B,X,X,763840,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4468504,SEO26FF,계획품,master.csv,B,X,X,763840,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4470227,SEO26FF,계획품,master.csv,A,X,O,99290,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4471030,SEO26FF,계획품,master.csv,B,X,X,1462350,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4471765,SEO26FF,보험품,master.csv,B,X,X,2420000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
QS414625,SEO26FF,보험품,master.csv,C,X,X,667781,10,33,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한17→4"
Q4474243,SEO26FF,계획품,master.csv,C,X,X,550700,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4480769,SEO26FF,보험품,master.csv,B,X,X,3976000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4485045,SEO26FF,보험품,master.csv,B,X,X,730000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4485080,SEO26FF,보험품,master.csv,B,X,X,12883750,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4485081,SEO26FF,보험품,master.csv,B,X,X,11646910,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4485087,SEO26FF,보험품,master.csv,B,X,X,620000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4493662,SEO26FF,보험품,master.csv,B,X,X,1200000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4497103,SEO26FF,보험품,master.csv,B,X,X,100000,4,4,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4499010,SEO26FF,보험품,master.csv,C,X,X,36657320,4,5,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q4501966,SEO26FF,보험품,master.csv,A,X,O,32000,8,8,1,0,0,감축,핵심보험[A] 소요無→기준1
Q4503767,SEO26FF,보험품,master.csv,A,X,O,115326,15,15,8,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=8,상한15,기준1→8"
Q4503770,SEO26FF,계획품,master.csv,A,X,O,41188,10,10,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4504475,SEO26FF,보험품,master.csv,A,X,O,630000,1,1,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1"
Q4504476,SEO26FF,보험품,master.csv,A,X,O,490000,2,2,2,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2"
Q4504478,SEO26FF,보험품,master.csv,A,X,O,420000,2,2,2,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2"
QS418165,SEO26FF,보험품,master.csv,B,X,X,65000000,1,1,2,1,65000000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4515205,SEO26FF,보험품,master.csv,A,X,O,15061,20,20,36,16,240976,발주,"핵심보험[A] μ_LT+SS(Z2.05)=36,상한36,기준1→36"
Q4515206,SEO26FF,보험품,master.csv,A,X,O,21083,8,8,8,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=8,상한0,기준1→8"
Q4515573,SEO26FF,보험품,master.csv,C,X,X,2650000,2,3,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2"
Q4517465,SEO26FF,보험품,master.csv,B,X,X,845000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4517801,SEO26FF,보험품,master.csv,B,X,X,795000,6,6,6,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한6→6"
Q4524604,SEO26FF,보험품,master.csv,B,X,X,4300000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4524949,SEO26FF,보험품,master.csv,B,X,X,1100000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4530897,SEO26FF,보험품,master.csv,B,X,X,920000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4531078,SEO26FF,계획품,master.csv,B,X,X,1370000,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4532058,SEO26FF,보험품,master.csv,B,X,X,630000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1"
Q4535892,SEO26FF,계획품,master.csv,S,X,O,31900000,2,2,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.8)→0
Q4535894,SEO26FF,계획품,master.csv,S,X,O,31900000,2,2,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.8)→0
Q4535900,SEO26FF,계획품,master.csv,S,X,O,41000000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.3)→0
Q4535902,SEO26FF,계획품,master.csv,S,X,O,41000000,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4536719,SEO26FF,보험품,master.csv,B,X,X,870000,4,4,4,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한0→4"
Q4537595,SEO26FF,계획품,master.csv,C,X,X,5297586,2,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4541491,SEO26FF,보험품,master.csv,B,X,X,875000,2,2,8,6,5250000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한32→8"
Q4541492,SEO26FF,보험품,master.csv,B,X,X,875000,2,2,8,6,5250000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한32→8"
Q4543363,SEO26FF,보험품,master.csv,B,X,X,3300000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4546235,SEO26FF,보험품,master.csv,C,X,X,711183,1,2,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q4548256,SEO26FF,계획품,master.csv,B,X,X,465000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4548258,SEO26FF,계획품,master.csv,B,X,X,475000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4548259,SEO26FF,계획품,master.csv,B,X,X,485000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4548260,SEO26FF,계획품,master.csv,B,X,X,570000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4551506,SEO26FF,계획품,master.csv,B,X,X,13700000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4551507,SEO26FF,보험품,master.csv,B,X,X,12500000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1"
Q4559574,SEO26FF,보험품,master.csv,B,X,X,400000,6,6,6,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한0→6"
Q4559575,SEO26FF,보험품,master.csv,B,X,X,400000,3,3,3,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한0→3"
Q4559600,SEO26FF,보험품,master.csv,B,X,X,409909,3,3,2,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4559686,SEO26FF,보험품,master.csv,B,X,X,1180000,3,3,3,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3"
Q4562126,SEO26FF,보험품,master.csv,C,X,X,910000,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한1→1"
Q4562194,SEO26FF,보험품,master.csv,B,X,X,946000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4572470,SEO26FF,보험품,master.csv,C,X,X,363895,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1"
Q4572473,SEO26FF,보험품,master.csv,B,X,X,634217,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4573456,SEO26FF,보험품,master.csv,B,X,X,660000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4575867,SEO26FF,보험품,master.csv,B,X,X,363000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1"
Q4576432,SEO26FF,보험품,master.csv,C,X,X,1350000,4,4,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2"
Q4576623,SEO26FF,보험품,master.csv,C,X,X,1541000,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1"
Q4576624,SEO26FF,보험품,master.csv,C,X,X,1543000,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1"
Q4582819,SEO26FF,보험품,master.csv,C,X,X,1605534,1,18,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
