Signal,Status,Item,DeptCode,Type,Equipment,Kind,StopDate,OrderByDate,D_days,ExpectedNeed,CurrentStock,OrderNeed,OrderAmount
gray,재고불요,Q4659090,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4675700,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고충분,Q4676007,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-06-06,-89,1,1,0,0
gray,재고불요,Q4668630,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4668643,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4670923,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4677113,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q4679740,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q4681514,SEO26FF,계획품,,상시,,,,0,8,0,0
gray,재고불요,Q4681315,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q4704375,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-02-23,-192,1,1,0,0
gray,충분,Q4686594,SEO26FF,보험품,QOC Servo,상시,,,,1,2,0,0
gray,재고불요,Q4691588,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4696404,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4697155,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q4709438,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-15,-111,1,2,0,0
gray,재고불요,Q4695959,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4695963,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4695964,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4695965,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4709544,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q4709545,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q4688109,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4699400,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q4699194,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q4698941,SEO26FF,계획품,FM Hot Leveller,상시,,,,1,2,0,0
gray,재고불요,Q4712148,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4712149,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4712150,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4712151,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4712152,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4712503,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4712672,SEO26FF,계획품,FM Crop Shear,상시,,,,0,1,0,0
gray,재고불요,Q4716626,SEO26FF,계획품,,상시,,,,0,40,0,0
gray,재고불요,Q4716627,SEO26FF,계획품,,상시,,,,0,40,0,0
gray,재고불요,Q4702499,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4702501,SEO26FF,계획품,,상시,,,,0,10,0,0
gray,재고불요,Q4702503,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702505,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4702518,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702521,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702522,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702525,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702528,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702532,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4702536,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q4701430,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-23,-103,1,6,0,0
gray,재고불요,Q4700741,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4700628,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4700632,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4700633,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4700636,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4710841,SEO26FF,계획품,,상시,,,,0,10,0,0
gray,재고불요,Q4711186,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4711077,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4711472,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4711473,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4693469,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4694508,SEO26FF,계획품,,상시,,,,0,42,0,0
gray,재고불요,Q4693461,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4693466,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q1048997,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q1137969,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q1218357,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q1219164,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q1260654,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q2088228,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q2130291,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q2185181,SEO26FF,보험품,,상시,,,,1,5,0,0
gray,충분,Q4017996,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q4017997,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q4017999,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q4018000,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q4018004,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q4018005,SEO26FF,보험품,,상시,,,,4,13,0,0
gray,충분,Q4018012,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q4018014,SEO26FF,보험품,,상시,,,,2,3,0,0
gray,충분,Q4169627,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,충분,Q4192133,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q4192171,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q4230326,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q4269272,SEO26FF,보험품,,상시,,,,1,2,0,0
