q,dept,targetIns,reasonIns,gradeIns,signalIns,statusIns,targetPln,reasonPln,gradePln,signalPln,statusPln
Q2095868,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2096490,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2097306,SEO26FF,4,"핵심보험[C] μ_LT+SS(Z1.28)=4,상한4,기준1→4",C,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.1)→0,C,gray,재고충분
Q2097711,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한5→3",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2097972,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2098351,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2098353,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한0→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2098900,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2100582,SEO26FF,5,"핵심보험[C] μ_LT+SS(Z1.28)=5,상한8,기준1→5",C,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.6)→0,C,gray,재고불요
Q2101008,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q2101009,SEO26FF,6,"핵심보험[A] μ_LT+SS(Z2.05)=6,상한6,기준1→6",A,yellow,발주임박,0,핵심설비 계획품이나 3년무소요→0,A,red,즉시발주
Q2101010,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q2101882,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한5→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2102570,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한4→3",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2104247,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2106112,SEO26FF,8,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한8→8",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2110732,SEO26FF,1,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한1,기준1→1",C,green,여유,0,핵심설비 계획품이나 3년무소요→0,C,gray,재고충분
Q2110733,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.1)→0,S,gray,재고충분
Q2116016,SEO26FF,8,"핵심보험[S] μ_LT+SS(Z2.58)=9,상한8,기준1→8",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.6)→0,S,gray,재고충분
Q2116265,SEO26FF,7,"비핵심보험[B] μ_LT+SS(Z1.65)=7,상한16→7",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2116694,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2116695,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2117078,SEO26FF,4,"비핵심보험[A] μ_LT+SS(Z2.05)=4,상한7→4",A,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),A,gray,재고불요
Q2118354,SEO26FF,52,"비핵심보험[B] μ_LT+SS(Z1.65)=52,상한100→52",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2118643,SEO26FF,7,"비핵심보험[A] μ_LT+SS(Z2.05)=7,상한15→7",A,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),A,gray,재고불요
Q2118996,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2119613,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2120491,SEO26FF,4,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한7,기준1→4",A,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,gray,재고충분
Q2122540,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q2124049,SEO26FF,15,"핵심보험[S] μ_LT+SS(Z2.58)=15,상한50,기준10→15",S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2125396,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한6→4",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2125412,SEO26FF,4,"비핵심보험[A] μ_LT+SS(Z2.05)=4,상한4→4",A,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),A,gray,재고불요
Q2125413,SEO26FF,4,"비핵심보험[A] μ_LT+SS(Z2.05)=4,상한4→4",A,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),A,gray,재고불요
Q2125462,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2125464,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2126080,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2126459,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2130291,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2130293,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2133117,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2133118,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2133119,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2135729,SEO26FF,9,"비핵심보험[C] μ_LT+SS(Z1.28)=9,상한40→9",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2137371,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2137920,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한5→2",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2137922,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2139926,SEO26FF,3,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한5,기준1→3",S,red,즉시발주,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,S,gray,재고불요
Q2139998,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.3)→0,S,gray,재고불요
Q2140042,SEO26FF,5,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한10→5",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2141016,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2141021,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2142284,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한4,기준1→2",A,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,A,gray,재고충분
Q2142898,SEO26FF,3,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한8,기준1→3",A,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,A,gray,재고충분
Q2143052,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2143592,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2143616,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2144319,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한0→3",C,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2146787,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한2,기준1→2",S,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.3)→0,S,gray,재고충분
Q2147980,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2154362,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고충분
Q2162230,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한7→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2162413,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q2163394,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q2166135,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2166833,SEO26FF,6,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한16→6",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2168061,SEO26FF,10,"비핵심보험[B] μ_LT+SS(Z1.65)=10,상한16→10",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2168437,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2169758,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2173282,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한6→2",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2176849,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2177492,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,A,gray,재고불요
Q2177493,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2179246,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2184244,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q2184478,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한2,기준1→1",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q2184712,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2185181,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2187474,SEO26FF,5,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한7→5",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q2190703,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,gray,재고불요
Q2191618,SEO26FF,20,"비핵심보험[B] μ_LT+SS(Z1.65)=20,상한40→20",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2191857,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2194210,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2194211,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2194827,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한12→3",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2195767,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2200004,SEO26FF,16,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2200005,SEO26FF,16,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2200464,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2200465,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2200466,SEO26FF,6,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한0→6",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2202508,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,red,즉시발주
Q2206557,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2208062,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한5→4",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q2210205,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",B,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,B,gray,재고충분
Q2212113,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2",S,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,S,gray,재고불요
Q2217711,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2223743,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2224741,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2226242,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q2228118,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2228203,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2228264,SEO26FF,5,"핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5",A,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,A,red,즉시발주
Q2233578,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,B,gray,재고충분
Q2234798,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2",S,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,S,gray,재고불요
Q2235169,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q2235172,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q3200485,SEO26FF,8,"비핵심보험[C] μ_LT+SS(Z1.28)=29,상한8→8",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q3401267,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4002139,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4003811,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4005375,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한0→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4008483,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4008484,SEO26FF,20,"비핵심보험[C] μ_LT+SS(Z1.28)=20,상한0→20",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4008971,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4011271,SEO26FF,20,"비핵심보험[B] μ_LT+SS(Z1.65)=20,상한0→20",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4012998,SEO26FF,3,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한5,기준1→3",A,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,A,red,즉시발주
Q4013000,SEO26FF,4,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준1→4",S,red,즉시발주,0,핵심설비 계획품이나 소요비활발(λ0.6)→0,S,red,즉시발주
Q4014292,SEO26FF,8,"비핵심보험[C] μ_LT+SS(Z1.28)=16,상한8→8",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4015362,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4015363,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한16→4",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4015364,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4015365,SEO26FF,8,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한8→8",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4015405,SEO26FF,3,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한8,기준1→3",A,red,즉시발주,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,A,red,즉시발주
Q4015414,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4015950,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4015951,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4015952,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4015953,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4017406,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4017996,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4017997,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",S,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.6)→0,S,gray,재고불요
Q4017998,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2",S,yellow,발주임박,1,핵심설비계획품 소요활발(λ1.7)→소량1,S,green,여유
Q4017999,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018000,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018004,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018005,SEO26FF,4,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한0,기준4→4",S,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,S,gray,재고불요
Q4018007,SEO26FF,7,핵심보험[S] 소요無→기준7,S,yellow,발주임박,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018011,SEO26FF,10,핵심보험[S] 소요無→기준10,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018012,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018014,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2",S,gray,충분,1,핵심설비계획품 소요활발(λ1.3)→소량1,S,gray,충분
Q4018015,SEO26FF,8,핵심보험[S] 소요無→기준8,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018016,SEO26FF,1,핵심보험[S] 소요無→기준1,S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018018,SEO26FF,13,핵심보험[S] 소요無→기준13,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018019,SEO26FF,1,핵심보험[S] 소요無→기준1,S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4018022,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준2→2",S,green,여유,1,핵심설비계획품 소요활발(λ1.8)→소량1,S,gray,충분
Q4018023,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",S,red,즉시발주,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,S,gray,재고불요
Q4018210,SEO26FF,6,"핵심보험[S] μ_LT+SS(Z2.58)=6,상한10,기준1→6",S,yellow,발주임박,1,핵심설비계획품 소요활발(λ3.4)→소량1,S,gray,충분
Q4020699,SEO26FF,5,"핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5",A,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,A,red,즉시발주
Q4026534,SEO26FF,100,"비핵심보험[C] μ_LT+SS(Z1.28)=100,상한200→100",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,red,즉시발주
Q4030002,SEO26FF,7,"비핵심보험[B] μ_LT+SS(Z1.65)=7,상한15→7",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4030286,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4030636,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4033165,SEO26FF,7,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한16→7",C,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4034332,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
