q,dept,name,group,type,csp,ceq,wh,stockDept,stockAll,suppliers,price,ltMean,ltStd,cycles,proc,recvDate,eq,holdStd
Q2133117,SEO26FF,Cast Iron (S),Q_Cast Iron (S),보험품,X,X,QFC01,1,1,1,138716,63,0,1,국내,2016-10-25,,
Q2133118,SEO26FF,Cast Iron (S),Q_Cast Iron (S),보험품,X,X,QFC01,2,2,1,374532,57.67,20.84,3,국내,2019-08-26,,
Q2133119,SEO26FF,Cast Iron (S),Q_Cast Iron (S),보험품,X,X,QFC01,1,1,2,237761,54,11.31,2,국내,2016-12-12,,
Q2135729,SEO26FF,Steel Material,Q_Steel Material,보험품,X,X,QVC07,11,28,6,355942,30.83,18.5,94,수입,2026-08-26,,
Q2137371,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,0,2705000,,,0,(미확인),,,
Q2137920,SEO26FF,Drive Joint,Q_Drive Joint,계획품,X,X,QFC01,4,5,4,4720000,68.43,21.77,7,국내,2023-06-02,,
Q2137922,SEO26FF,Drive Joint,Q_Drive Joint,계획품,X,X,QVC03,2,2,2,840000,68,12.73,2,국내,2026-06-25,,
Q2139926,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,보험품,O,X,QFC01,1,1,2,1100000,58.8,19.29,10,국내,2026-03-10,,1
Q2139998,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,O,X,QFC01,1,1,1,5745152,126,0,1,국내,2023-07-14,,1
Q2140042,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,5,5,1,449400,65,0,1,국내,2017-10-20,,
Q2141016,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,2,2,1,70000,26,0,1,국내,2017-02-28,,
Q2141021,SEO26FF,Cast Iron (S),Q_Cast Iron (S),보험품,X,X,QFC01,2,2,0,319028,53,0,1,(미확인),2017-03-27,,
Q2142284,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),계획품,X,O,QFC01,10,10,2,50536,92.6,24.68,5,국내,2025-11-10,FM Main Motor,
Q2142898,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QFC01,4,4,3,230000,58.33,14.91,6,국내,2024-01-12,FM Pinion Stand,
Q2143052,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,6,6,1,112500,58,2.83,2,국내,2022-03-22,,
Q2143592,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,0,8,1,7982500,217,47.7,3,수입,2019-07-12,,1
Q2143616,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,0,12,1,541021.5,55.5,36.06,2,국내,2021-12-17,,1
Q2144319,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QFC01,1,2,1,639034,130.8,35.23,5,국내,2020-06-04,,
Q2146787,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,O,QFC01,1,1,1,2793197,222,17.44,3,국내,2024-06-11,QOC Servo,
Q2147980,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,2,2,1,35000,66,0,1,국내,2025-05-12,,
Q2154362,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QFC01,2,3,1,988055.22,156.8,72.25,15,수입,2026-07-30,FM Main Motor,
Q2162230,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,계획품,X,X,QHB27,2,2,3,210000,51.8,17.89,10,국내,2026-07-29,,
Q2162413,SEO26FF,Machinery Common,Q_Machinery Common,계획품,X,O,QHB24,2,2,0,794143,,,0,(미확인),,FM Screw Down,
Q2163394,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,2,2,1,2635000,53,0,1,국내,2019-03-11,FM Main Motor,
Q2166135,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QHB25,2,7,1,96669,61.58,41.17,12,국내,2026-03-05,,
Q2166833,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,4,4,1,129800,53.5,27.27,8,국내,2018-04-12,,
Q2168061,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QFC01,2,2,6,350000,81.69,20.81,13,국내,2024-10-10,,
Q2168437,SEO26FF,Drive Coupling,Q_Drive Coupling,계획품,X,X,QFC01,2,2,2,250000,57.44,12.13,9,국내,2021-05-14,,
Q2169758,SEO26FF,Machinery Common,Q_Machinery Common,계획품,X,X,QHB24,1,1,1,2007915,37.67,15.91,6,국내,2026-03-11,,
Q2173282,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QFC01,1,3,4,4769000,108.71,19.59,7,국내,2023-09-08,,
Q2176849,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,X,QVC03,1,1,0,46720558,,,0,(미확인),,,
Q2177492,SEO26FF,Drive Joint,Q_Drive Joint,계획품,X,O,QFC01,1,1,1,1150000,52,4.24,2,국내,2024-07-10,FM Hot Leveller,
Q2177493,SEO26FF,Drive Joint,Q_Drive Joint,계획품,X,X,QFC01,1,1,1,1180000,47,4.24,2,국내,2023-04-28,,
Q2179246,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,1097000,82,0,1,국내,2019-06-17,,
Q2184244,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QHB24,1,1,2,3150000,62,6.93,3,국내,2026-07-27,FM Crop Shear,
Q2184478,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QHB24,1,1,2,2790000,60.33,8.74,3,국내,2026-07-22,FM Crop Shear,
Q2184712,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,2,2,1,2454000,69,0,1,국내,2020-02-10,,
Q2185181,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,5,8,2,5433560,110.92,47.41,12,수입,2019-09-18,,1
Q2187474,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,7,7,0,824661,,,0,(미확인),,FM Main Motor,
Q2190703,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,O,QFC01,1,1,3,2140000,107.75,30.31,4,국내,2023-12-19,FM Hot Leveller,
Q2191618,SEO26FF,Packing & Seal,Q_Packing & Seal,계획품,X,X,QFC01,30,30,4,46652.64,116.5,78.72,22,수입,2026-06-08,,
Q2191857,SEO26FF,Packing & Seal,Q_Packing & Seal,보험품,X,X,QFC01,10,41,4,1805,65.5,25,8,수입,2025-10-13,,
Q2194210,SEO26FF,Cast Steel (S),Q_Cast Steel (S),계획품,X,X,QHB25,3,3,0,920800,,,0,(미확인),,,
Q2194211,SEO26FF,Cast Steel (S),Q_Cast Steel (S),계획품,X,X,QHB25,3,3,0,917000,,,0,(미확인),,,
Q2194827,SEO26FF,Wheel,Q_Wheel,보험품,X,X,QFC01,2,2,4,551000,60.2,17.92,5,국내,2019-07-17,,
Q2195767,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,2,2,0,289659,,,0,(미확인),,,
Q2200004,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,16,16,1,210000,65,0,1,국내,2017-02-15,,
Q2200005,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,16,16,1,515900,64,0,1,국내,2017-02-14,,
Q2200464,SEO26FF,Rubber Class (General),Q_Rubber Class (General),보험품,X,X,QFC01,8,8,2,14444,44.4,4.72,5,국내,2024-08-26,,
Q2200465,SEO26FF,Rubber Class (General),Q_Rubber Class (General),보험품,X,X,QFC01,8,8,2,14444,44.4,4.72,5,국내,2024-08-26,,
Q2200466,SEO26FF,Rubber Class (General),Q_Rubber Class (General),보험품,X,X,QFC01,4,4,3,13412,59.75,29.65,4,국내,2024-08-26,,
Q2202508,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,O,QFC01,1,1,2,2630000,86,2.83,2,국내,2015-10-21,FM Roll Alignment,
Q2206557,SEO26FF,Fitting,Q_Fitting,보험품,X,X,QFC01,4,5,6,32491.84,76.14,93.64,37,수입,2026-03-10,,
Q2208062,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,10,36,3,19068,43.56,29.6,16,수입,2026-02-19,,
Q2210205,SEO26FF,Cast Steel (S),Q_Cast Steel (S),계획품,X,X,QFC01,4,4,2,2366496,134.67,94.56,3,국내,2021-07-27,Stand Main TR,
Q2212113,SEO26FF,Drive Joint,Q_Drive Joint,보험품,O,X,QFC01,1,2,2,5700000,42.56,18.23,9,국내,2018-08-27,,1
Q2217711,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,2,455000,74.5,9.19,2,국내,2017-02-06,,
Q2223743,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QFC01,2,2,3,5025000,73,14.64,8,국내,2026-05-26,,
Q2224741,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QHB25,2,2,2,4920000,84.67,22.12,3,국내,2024-11-25,,
Q2226242,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,0,1,0,11730000,196,66.04,0,(미확인),,,1
Q2228118,SEO26FF,Roller(S),Q_Roller(S),보험품,X,X,QFC01,1,1,1,900000,62,0,1,국내,2023-09-08,,
Q2228203,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,2,2,1,2260000,61.5,8.06,4,국내,2026-05-19,,
Q2228264,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,O,QFC01,2,2,3,140000,45.33,12.41,9,국내,2022-09-14,FM Main Motor,
Q2233578,SEO26FF,Cast Steel (S),Q_Cast Steel (S),계획품,X,X,QFC01,2,2,2,2796768,134.67,94.56,3,국내,2021-07-27,Stand Main TR,
Q2234798,SEO26FF,Drive Joint,Q_Drive Joint,계획품,O,X,QFC01,1,1,1,9000000,79,32.7,3,국내,2022-01-05,,2
Q2235169,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,1440000,54.25,5.06,4,국내,2022-01-14,,
Q2235172,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,1440000,54.25,5.06,4,국내,2022-01-14,,
Q3200485,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,X,QFC01,142,142,2,600,44.5,18.68,6,수입,2026-01-02,,
Q3401267,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,2,7,3,93318,79,71.9,6,수입,2025-05-23,,
Q4002139,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,1025000,54,0,1,국내,2023-04-13,,
Q4003811,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,0,1351680,,,0,(미확인),,,
Q4005375,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,2,2,1,5210000,86.5,6.36,2,국내,2026-05-28,,
Q4008483,SEO26FF,Resinoid Class (General),Q_Resinoid Class (General),계획품,X,X,QFC01,8,8,0,26000,,,0,(미확인),,,
Q4008484,SEO26FF,Resinoid Class (General),Q_Resinoid Class (General),계획품,X,X,QFC01,10,10,1,12896,35,5.66,2,국내,2020-04-10,,
Q4008971,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,계획품,X,X,QFC01,2,7,3,210000,98.33,81.44,6,수입,2026-03-03,,
Q4011271,SEO26FF,Packing & Seal,Q_Packing & Seal,계획품,X,X,QFC01,5,5,1,3177,52,0,1,국내,2016-08-12,,
Q4012998,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,2,2,0,300000,,,0,(미확인),,Walking Beam 기어베어링,
Q4013000,SEO26FF,Wheel,Q_Wheel,보험품,X,O,QFC01,1,1,0,2461000,,,0,(미확인),,Walking Beam 기어베어링,
Q4014292,SEO26FF,Roller(S),Q_Roller(S),계획품,X,X,QFC01,8,8,1,120000,52,9.9,2,국내,2020-05-06,,
Q4015362,SEO26FF,Wheel,Q_Wheel,보험품,X,X,QFC01,1,1,1,660000,67,0,1,국내,2017-02-17,,
Q4015363,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,248000,57,0,1,국내,2017-02-07,,
Q4015364,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,318000,57,0,1,국내,2017-02-07,,
Q4015365,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,59566.67,56,0,1,국내,2017-02-06,,
Q4015405,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QFC01,1,1,2,2119000,60.4,10.55,5,국내,2025-09-02,FM Roll Alignment,
Q4015414,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,39600,52,0,1,국내,2017-02-02,,
Q4015950,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,2,1,4200000,69.5,28.99,2,국내,2026-05-15,,
Q4015951,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,2,1,4200000,69.5,28.99,2,국내,2026-05-15,,
Q4015952,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,2,2,4480000,73,24.04,2,국내,2026-05-15,,
Q4015953,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,2,1,4480000,69.5,28.99,2,국내,2026-05-15,,
Q4017406,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,2,2,1,1610500,72,24.04,2,국내,2017-07-17,,
Q4017996,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,3,8,3,4882524.5,279.08,80.56,13,수입,2025-03-07,,1
Q4017997,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,3,10,3,2160174.09,240,49.47,14,수입,2022-01-26,,1
Q4017998,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,9,4,17510328.75,286.81,91.78,32,수입,2026-08-14,,1
Q4017999,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,4,22,4,5486984.1,284.57,95.42,23,수입,2026-07-02,,1
Q4018000,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,4,14,1,5476819.5,246.11,62.06,9,수입,2026-07-02,,1
Q4018004,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,2,14,2,1431351.36,245.3,100.74,10,수입,2024-05-28,,1
Q4018005,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,13,27,3,2492261.5,267.5,90.7,32,수입,2026-08-14,,4
Q4018007,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,5,26,4,1081893.85,250.24,80.53,17,수입,2025-10-31,,7
Q4018011,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,3,28,2,735324.3,286.59,94.23,17,수입,2026-08-14,,10
Q4018012,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,3,14,2,883061.87,250.62,51.33,8,수입,2022-01-26,,1
Q4018014,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,3,18,3,2290425.3,227.57,105.12,21,수입,2026-08-14,,1
Q4018015,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,29,4,2532781.2,264.88,88.44,24,수입,2026-08-14,,8
Q4018016,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,7,3,1723854.25,252.91,78.93,11,수입,2026-08-14,,1
Q4018018,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,27,3,3050316.42,276.74,109.59,19,수입,2025-10-31,,13
Q4018019,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,6,3,2360507.71,322.71,91.79,7,수입,2024-07-16,,1
Q4018022,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,2,15,4,10592620.6,296.38,89.96,34,수입,2026-07-06,,2
Q4018023,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,0,10,3,2757626.14,227.72,86.52,18,수입,2026-05-12,,1
Q4018210,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,3,15,4,2911134.8,265.17,79.81,24,수입,2026-08-18,,1
Q4020699,SEO26FF,Fitting,Q_Fitting,보험품,X,O,QFC01,3,3,1,155355,52.12,14.86,8,국내,2022-06-24,Table Roller 기어박스,
Q4026534,SEO26FF,Cast Iron (S),Q_Cast Iron (S),계획품,X,X,QHB24,100,100,3,16000,55,13.59,7,국내,2026-05-07,FM Main Motor,
Q4030002,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QFC01,4,4,3,850000,83.64,24.28,11,국내,2022-09-05,,
Q4030286,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,1,1,0,11500,,,0,(미확인),,Walking Beam 기어베어링,
Q4030636,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,1,1,0,12000,,,0,(미확인),,Walking Beam 기어베어링,
Q4033165,SEO26FF,Pneumatic Cylinder,Q_Pneumatic Cylinder,계획품,X,X,QFC01,2,10,6,3933000,89.11,31.5,28,국내,2026-08-20,,
Q4034332,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,2,2,1,1765000,41,26.67,7,국내,2017-07-06,,
Q4034340,SEO26FF,Steel Material,Q_Steel Material,계획품,X,X,QHB24,70.68,141.36,4,5046,31.5,18.66,40,수입,2026-08-13,,
Q4037546,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,2,2,1,1017533.33,77,0,1,국내,2018-03-07,,
Q4039953,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,보험품,O,X,QFC01,2,2,2,22320000,76.33,23.1,9,국내,2026-07-27,,1
Q4041104,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,1,1,2,258000,76,7.94,3,국내,2025-12-16,,
Q4045098,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,2,2,1,79000,49,0,1,국내,2018-08-08,,
Q4045501,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,16,16,1,68000,74.5,23.33,2,국내,2026-07-16,,
Q4045748,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,5,5,1,180000,62,18.25,3,국내,2026-07-29,,
Q4047391,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QHB25,1,1,1,4470495,62,20.45,11,국내,2026-02-27,,
Q4051167,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,O,QFC01,4,4,2,329000,54,14.63,4,국내,2022-01-07,FM Hot Leveller,
Q4057578,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QFC01,2,2,0,982257,168,0,1,(미확인),2020-03-23,,
Q4073338,SEO26FF,Cast Steel (S),Q_Cast Steel (S),보험품,X,X,QFC01,2,2,1,2950000,77,0,1,국내,2022-02-10,,
Q4079757,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,2,2,1,4085000,64.75,4.99,4,국내,2026-08-11,,
Q4080226,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,13600000,107.33,31.53,3,국내,2026-06-10,,
Q4080430,SEO26FF,Metal Bearing,Q_Metal Bearing,계획품,X,O,QFC01,1,1,0,5700000,,,0,(미확인),,FM Main Motor,
Q4084463,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,4,4,1,927676,58,21.46,4,국내,2019-04-02,,
Q4085105,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,9020000,67.25,12.69,4,국내,2025-12-16,,
Q4089851,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,2,2,2,16600,44.5,4.95,2,국내,2018-02-13,FM Edge Heater,
Q4102245,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,6,14,2,138517.53,111.71,40.85,21,수입,2026-03-09,,
Q4103142,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,O,QFC01,1,1,0,1593938,,,0,(미확인),,FM Hot Leveller,
Q4104776,SEO26FF,Control Valve (Order),Q_Control Valve (Order),계획품,X,X,QFC01,1,2,3,19980000,126.75,34.61,4,국내,2021-11-17,,
Q4112995,SEO26FF,Roller(S),Q_Roller(S),보험품,X,O,QFC01,4,4,2,27000,43,8.49,2,국내,2020-12-29,FM Hot Leveller,
Q4119198,SEO26FF,Manual Valve,Q_Manual Valve,보험품,X,X,QFC01,1,1,1,8031660,74.4,17.44,5,국내,2024-01-30,FM Main Motor,
Q4124066,SEO26FF,Ball & Roller BRG,Q_Ball & Roller BRG,보험품,X,X,QFC01,1,1,2,467111.61,239.71,159.81,7,수입,2024-07-05,,
Q4136434,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,0,316390,,,0,(미확인),,,
Q4140768,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,2,2,2,1149100,70.5,7.78,2,국내,2014-12-15,,
Q4140770,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,4,4,3,1018100,75.67,11.02,3,국내,2016-10-10,,
Q4156386,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,19,19,1,16005,22.5,19.09,2,국내,2016-10-19,,
Q4168315,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,계획품,X,X,QFC01,1,1,1,746428.57,52.33,24.17,12,국내,2026-06-30,,
Q4168388,SEO26FF,Machinery Common,Q_Machinery Common,계획품,X,X,QFC01,9,9,1,21109,36.9,17.16,10,국내,2026-01-15,FM Main Motor,
Q4169627,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,4,30,2,416357.08,249.65,71.4,17,수입,2023-06-19,,2
Q4169634,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,0,3,2,5243066.24,232,165.46,2,수입,2024-09-19,,2
Q4169635,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,7,3,2710126.46,220.73,106.47,11,수입,2023-02-17,,1
Q4169942,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,1,1,1,5641350,91,0,1,국내,2014-04-18,,
Q4172575,SEO26FF,Control Valve (Order),Q_Control Valve (Order),보험품,X,X,QFC01,1,2,3,27940000,126.75,34.61,4,국내,2021-11-17,,
Q4173290,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,2,7,4,15145170.64,263.71,78.38,14,수입,2026-03-04,,1
Q4174454,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,13,4,3012982.04,319.14,155.59,21,수입,2026-02-04,,1
Q4174455,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,10,3,31841015.6,251.93,66.04,14,수입,2026-05-08,,1
Q4178355,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,보험품,O,X,QFC01,0,0,3,19450000,75.18,34.48,34,국내,2026-01-14,,2
Q4182619,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,3,3704000,82,18.38,5,국내,2023-06-09,,
Q4185031,SEO26FF,Roller(S),Q_Roller(S),보험품,O,X,QFC01,0,0,5,1960000,62.38,10.8,13,국내,2020-03-10,,1
Q4188532,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,4,4,3,194000,66.86,18.18,7,국내,2024-02-14,,
Q4189150,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,4,4,4,75300,63.29,17.02,7,국내,2024-02-01,,
Q4189151,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,6,6,4,81800,64.86,17.7,7,국내,2024-02-01,,
Q4192133,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,2,7,2,5560876.81,228.33,73.34,6,수입,2022-01-26,,1
Q4192171,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,2,7,2,5560876.81,232.33,73.97,6,수입,2022-01-26,,1
Q4192179,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,1,6,2,8200889.22,232.33,73.97,6,수입,2022-01-26,,1
Q4198917,SEO26FF,General Pump (Ready),Q_General Pump (Ready),계획품,X,O,QFC01,2,2,1,2368310,53.4,12.97,5,국내,2026-08-11,FM Main Motor,
Q4200634,SEO26FF,Ball & Roller BRG,Q_Ball & Roller BRG,계획품,X,X,QHB24,3,3,1,993869,202.33,41.77,3,국내,2022-05-19,,
Q4203928,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QHB24,1,2,1,46000000,105.5,2.12,2,국내,2026-06-24,FM Main Motor,
Q4204059,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,O,QHB24,4,4,1,1200000,87,14.14,2,국내,2026-06-17,FM Pinion Stand,
Q4204060,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,O,QHB24,2,2,1,1350000,87,14.14,2,국내,2026-06-17,FM Pinion Stand,
Q4204061,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,O,QHB24,1,1,1,1100000,79.5,3.54,2,국내,2026-06-17,FM Pinion Stand,
Q4204062,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,O,QHB24,2,2,1,1000000,87,14.14,2,국내,2026-06-17,FM Pinion Stand,
Q4208633,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,2,2,2,220000,57,14.14,2,국내,2021-04-27,,
Q4210213,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,보험품,O,X,QFC01,0,0,2,9950000,130.22,160.42,9,국내,2023-09-14,,1
Q4210315,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QHB27,1,1,1,3630000,101,0,1,국내,2014-10-16,,
Q4210501,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,3503333.33,54,9.9,2,국내,2019-06-14,,
Q4210610,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,2,2,2,357000,53.5,17.68,2,국내,2019-06-19,,
Q4210612,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,486666.67,54,9.9,2,국내,2019-06-14,,
Q4225250,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,2,725000,47.75,16.36,4,국내,2020-09-28,,
Q4229869,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,2,2,1,2490000,62,8.16,4,국내,2026-08-12,,
Q4230326,SEO26FF,Electrical & Electron,Q_Electrical & Electron,보험품,O,X,QFC01,2,2,1,4206655.83,210,0,1,수입,2015-06-06,,1
