q,dept,verdict,path,why,si,sp,conf,cspScore,stockSrc
Q2208062,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.950,14.3,100,HIGH,0,Dummy TSV
Q2210205,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.667,14.3,68.8,HIGH,0,Dummy TSV
Q2212113,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2217711,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,Dummy TSV
Q2223743,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2224741,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.833,14.3,68.8,HIGH,0,Dummy TSV
Q2226242,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.062,85.7,31.2,HIGH,20,Dummy TSV
Q2228118,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q2228203,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q2228264,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2233578,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.688,42.9,68.8,HIGH,0,Dummy TSV
Q2234798,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2235169,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.778,14.3,68.8,HIGH,0,Dummy TSV
Q2235172,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.882,42.9,68.8,HIGH,0,Dummy TSV
Q3200485,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.850,14.3,68.8,HIGH,0,Dummy TSV
Q3401267,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.875,14.3,68.8,HIGH,0,Dummy TSV
Q4002139,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q4003811,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4005375,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4008483,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,Dummy TSV
Q4008484,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4008971,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4011271,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4012998,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4013000,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4014292,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4015362,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.105,57.1,43.8,LOW,0,Dummy TSV
Q4015363,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,Dummy TSV
Q4015364,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4015365,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4015405,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4015414,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q4015950,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,42.9,68.8,HIGH,0,Dummy TSV
Q4015951,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.857,42.9,100,HIGH,0,Dummy TSV
Q4015952,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,42.9,68.8,HIGH,0,Dummy TSV
Q4015953,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.938,14.3,68.8,HIGH,0,Dummy TSV
Q4017406,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4017996,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,20,Dummy TSV
Q4017997,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4017998,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.053,85.7,31.2,HIGH,20,Dummy TSV
Q4017999,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.882,42.9,68.8,HIGH,20,Dummy TSV
Q4018000,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.875,42.9,68.8,HIGH,20,Dummy TSV
Q4018004,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4018005,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.062,85.7,31.2,HIGH,20,Dummy TSV
Q4018007,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.118,85.7,43.8,HIGH,20,Dummy TSV
Q4018011,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4018012,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4018014,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4018015,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.733,42.9,68.8,HIGH,20,Dummy TSV
Q4018016,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4018018,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.125,85.7,43.8,HIGH,20,Dummy TSV
Q4018019,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,20,Dummy TSV
Q4018022,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4018023,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4018210,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4020699,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.944,14.3,68.8,HIGH,0,Dummy TSV
Q4026534,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.100,57.1,31.2,HIGH,0,Dummy TSV
Q4030002,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,0,Dummy TSV
Q4030286,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4030636,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4033165,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4034332,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4034340,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.625,42.9,100,HIGH,0,Dummy TSV
Q4037546,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4039953,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4041104,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,42.9,68.8,HIGH,0,Dummy TSV
Q4045098,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4045501,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4045748,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,42.9,68.8,HIGH,0,Dummy TSV
Q4047391,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q4051167,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4057578,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4073338,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,Dummy TSV
Q4079757,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.941,42.9,68.8,HIGH,0,Dummy TSV
Q4080226,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4080430,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,42.9,68.8,HIGH,0,Dummy TSV
Q4084463,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4085105,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.733,14.3,68.8,HIGH,0,Dummy TSV
Q4089851,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4102245,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4103142,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,14.3,68.8,HIGH,0,Dummy TSV
Q4104776,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.143,57.1,43.8,LOW,0,Dummy TSV
Q4112995,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4119198,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4124066,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4136434,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4140768,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.667,14.3,68.8,HIGH,0,Dummy TSV
Q4140770,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.765,14.3,68.8,HIGH,0,Dummy TSV
Q4156386,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q4168315,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4168388,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q4169627,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4169634,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; VMI; 불출발생월비율=0.017; 재고0비율=0.737,42.9,100,HIGH,20,Dummy TSV
Q4169635,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.778,42.9,68.8,HIGH,20,Dummy TSV
Q4169942,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4172575,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4173290,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.111,85.7,43.8,HIGH,20,Dummy TSV
Q4174454,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.800,42.9,68.8,HIGH,20,Dummy TSV
Q4174455,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.812,42.9,68.8,HIGH,20,Dummy TSV
Q4178355,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.895,42.9,68.8,HIGH,20,Dummy TSV
Q4182619,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4185031,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4188532,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,Dummy TSV
Q4189150,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4189151,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4192133,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,20,Dummy TSV
Q4192171,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.125,85.7,43.8,HIGH,20,Dummy TSV
Q4192179,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4198917,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.929,42.9,68.8,HIGH,0,Dummy TSV
Q4200634,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4203928,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.737,42.9,68.8,HIGH,0,Dummy TSV
Q4204059,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q4204060,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4204061,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q4204062,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4208633,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4210213,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.714,42.9,68.8,HIGH,20,Dummy TSV
Q4210315,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4210501,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.933,42.9,68.8,HIGH,0,Dummy TSV
Q4210610,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4210612,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.778,42.9,68.8,HIGH,0,Dummy TSV
Q4225250,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4229869,SEO26FF,회색지대,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.000,57.1,62.5,LOW,0,Dummy TSV
Q4230326,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4232430,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.733,14.3,68.8,HIGH,0,Dummy TSV
Q4232896,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4232897,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,0,Dummy TSV
Q4233153,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q4239083,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4245535,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4245876,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4246475,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4251042,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.684,14.3,68.8,HIGH,0,Dummy TSV
Q4256411,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.158,57.1,43.8,LOW,0,Dummy TSV
Q4257701,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.929,42.9,68.8,HIGH,20,Dummy TSV
Q4264097,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.889,14.3,68.8,HIGH,0,Dummy TSV
Q4269272,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4273074,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.706,14.3,68.8,HIGH,0,Dummy TSV
Q4278883,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.778,14.3,68.8,HIGH,0,Dummy TSV
Q4280135,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.706,42.9,68.8,HIGH,0,Dummy TSV
Q4283104,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4295492,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.929,14.3,68.8,HIGH,0,Dummy TSV
Q4308842,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.588,14.3,62.5,HIGH,0,Dummy TSV
Q4310783,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4312812,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4321160,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4327789,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4336678,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4342710,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4347498,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.941,14.3,68.8,HIGH,0,Dummy TSV
Q4348128,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4349846,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q4354776,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.778,14.3,100,HIGH,0,Dummy TSV
Q4357975,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,Dummy TSV
Q4383840,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q4383841,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,14.3,68.8,HIGH,0,Dummy TSV
Q4384099,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,Dummy TSV
Q4386124,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4390457,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4390712,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.722,14.3,68.8,HIGH,0,Dummy TSV
Q4394089,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,0,Dummy TSV
Q4398385,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.056,57.1,31.2,HIGH,0,Dummy TSV
Q4403031,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.867,14.3,68.8,HIGH,0,Dummy TSV
Q4410007,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4412119,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4412288,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.750,42.9,68.8,HIGH,0,Dummy TSV
Q4412576,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.737,42.9,68.8,HIGH,0,Dummy TSV
Q4416013,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4416076,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.812,42.9,68.8,HIGH,0,Dummy TSV
Q4416082,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,42.9,68.8,HIGH,0,Dummy TSV
Q4418347,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.938,14.3,68.8,HIGH,0,Dummy TSV
Q4419677,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4419678,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,0,Dummy TSV
Q4423761,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4435466,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4439263,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q4439264,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4439265,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.062,57.1,31.2,HIGH,0,Dummy TSV
Q4439266,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.667,14.3,68.8,HIGH,0,Dummy TSV
Q4439269,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.105,57.1,43.8,LOW,0,Dummy TSV
Q4439270,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q4441695,SEO26FF,회색지대,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.667,71.4,68.8,LOW,20,Dummy TSV
Q4443501,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4444346,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4450272,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4453988,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.118,57.1,43.8,LOW,0,Dummy TSV
Q4459402,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4460076,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4465267,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.722,14.3,68.8,HIGH,0,Dummy TSV
Q4468493,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.118,57.1,43.8,LOW,0,Dummy TSV
Q4468503,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.050,57.1,31.2,HIGH,0,Dummy TSV
Q4468504,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.562,14.3,62.5,HIGH,0,Dummy TSV
Q4470227,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.941,14.3,68.8,HIGH,0,Dummy TSV
Q4471030,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.056,57.1,31.2,HIGH,0,Dummy TSV
Q4471765,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4474243,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4480769,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.842,14.3,68.8,HIGH,0,Dummy TSV
