q,dept,verdict,path,why,si,sp,conf,cspScore,stockSrc
Q2139998,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.071,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2140042,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2141016,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.867,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2141021,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.789,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2142284,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.684,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2142898,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2143052,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.667,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2143592,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.889,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2143616,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2144319,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2146787,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2147980,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.467,14.3,62.5,HIGH,0,DOG Type TSV + DB 자재정본
Q2154362,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.714,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2162230,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2162413,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2163394,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.857,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q2166135,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.895,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2166833,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.100,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2168061,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2168437,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2169758,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2173282,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2176849,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2177492,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2177493,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.765,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2179246,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2184244,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.778,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2184478,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.882,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2184712,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2185181,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.050,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2187474,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2190703,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2191618,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.947,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2191857,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2194210,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2194211,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.778,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2194827,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2195767,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2200004,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2200005,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2200464,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.737,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2200465,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.875,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2200466,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2202508,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.053,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2206557,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2208062,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.950,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q2210205,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.667,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2212113,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2217711,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q2223743,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2224741,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.833,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2226242,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.062,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2228118,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2228203,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2228264,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2233578,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.688,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2234798,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2235169,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.778,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2235172,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.882,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q3200485,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.850,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q3401267,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.875,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4002139,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4003811,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4005375,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4008483,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4008484,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4008971,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4011271,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4012998,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4013000,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4014292,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4015362,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.105,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q4015363,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4015364,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4015365,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4015405,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4015414,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4015950,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4015951,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.857,42.9,100,HIGH,0,DOG Type TSV + DB 자재정본
Q4015952,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4015953,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.938,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4017406,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4017996,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4017997,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4017998,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.053,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4017999,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.882,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4018000,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.875,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4018004,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4018005,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.062,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4018007,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.118,85.7,43.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4018011,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4018012,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4018014,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4018015,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.733,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4018016,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4018018,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.125,85.7,43.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4018019,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4018022,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4018023,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4018210,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4020699,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.944,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4026534,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.100,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4030002,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4030286,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4030636,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4033165,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4034332,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4034340,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.625,42.9,100,HIGH,0,DOG Type TSV + DB 자재정본
Q4037546,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4039953,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4041104,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4045098,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4045501,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4045748,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4047391,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4051167,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4057578,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4073338,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q4079757,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.941,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4080226,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4080430,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4084463,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4085105,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.733,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4089851,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4102245,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4103142,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4104776,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.143,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q4112995,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4119198,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4124066,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4136434,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4140768,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.667,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4140770,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.765,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4156386,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4168315,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4168388,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4169627,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4169634,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; VMI; 불출발생월비율=0.017; 재고0비율=0.737,42.9,100,HIGH,20,DOG Type TSV + DB 자재정본
Q4169635,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.778,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4169942,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4172575,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4173290,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.111,85.7,43.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4174454,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.800,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4174455,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.812,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4178355,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.895,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4182619,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4185031,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4188532,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4189150,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4189151,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4192133,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4192171,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.125,85.7,43.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4192179,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q4198917,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.929,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4200634,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4203928,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.737,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4204059,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4204060,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4204061,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.053,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4204062,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4208633,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4210213,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.714,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q4210315,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4210501,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.933,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4210610,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q4210612,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.778,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4225250,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4229869,SEO26FF,회색지대,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.000,57.1,62.5,LOW,0,DOG Type TSV + DB 자재정본
Q4230326,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4232430,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.733,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4232896,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q4232897,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q4233153,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.824,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
