q,dept,type,typeSrc,grade,target,need,amount,action,reason,signal,status,sigEq,sigKind,stopDate,dueDate,dDays,expect,issues,trend
Q1260654,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1269776,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",green,여유,,상시,,,,,1,0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1292612,SEO26FF,보험품,classification_result.csv,S,6,6,29400000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=6,상한8,기준4→6",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Q1293261,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1297201,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0
Q1297240,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1305036,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1308654,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Q1314441,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1316039,SEO26FF,보험품,master.csv,S,1,1,135333,발주,핵심보험[S] 소요無→기준1,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2008527,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2010934,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2011794,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2011846,SEO26FF,보험품,classification_result.csv,B,10,7,3815000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=10,상한0→10",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2013987,SEO26FF,보험품,classification_result.csv,S,3,1,5380000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3",yellow,발주임박,FM Crop Shear,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2015221,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2018730,SEO26FF,보험품,classification_result.csv,C,5,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한8→5",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2019637,SEO26FF,보험품,classification_result.csv,B,2,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",gray,충분,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Q2024559,SEO26FF,보험품,classification_result.csv,S,3,2,18000000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준3→3",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2024605,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2026952,SEO26FF,보험품,classification_result.csv,B,3,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한4→3",gray,충분,,상시,,,,,4,0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Q2028061,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2028134,SEO26FF,보험품,master.csv,S,1,1,9333184,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2028329,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0,gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Q2032488,SEO26FF,보험품,classification_result.csv,C,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",gray,충분,,상시,,,,,1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2032490,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2032491,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2038307,SEO26FF,보험품,classification_result.csv,B,4,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한7→4",green,여유,,상시,,,,,3,0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0
Q2039356,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Q2040220,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Q2042214,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
Q2045742,SEO26FF,보험품,classification_result.csv,S,1,1,4099280,발주,핵심보험[S] 소요無→기준1,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2052411,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-12,-114,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2054201,SEO26FF,보험품,master.csv,C,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2",green,여유,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2054727,SEO26FF,보험품,master.csv,S,21,5,19726878,발주,"핵심보험[S] μ_LT+SS(Z2.58)=21,상한30,기준1→21",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2055671,SEO26FF,보험품,classification_result.csv,C,6,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=10,상한6→6",gray,충분,FM Main Motor,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2055672,SEO26FF,보험품,master.csv,B,8,7,4760000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한24→8",red,즉시발주,,상시,,,,,3,0;4;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2055698,SEO26FF,보험품,classification_result.csv,C,10,6,2322486,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=10,상한30→10",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2056110,SEO26FF,보험품,classification_result.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",green,여유,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Q2059079,SEO26FF,보험품,master.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2059080,SEO26FF,보험품,classification_result.csv,C,5,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한5→5",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2059081,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2059082,SEO26FF,보험품,classification_result.csv,C,7,2,26000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한10→7",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2059083,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2059088,SEO26FF,보험품,classification_result.csv,C,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한12→4",green,여유,,상시,,,,,1,0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2060148,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0
Q2060154,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Q2060222,SEO26FF,보험품,classification_result.csv,B,16,11,1054682,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한60→16",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2060332,SEO26FF,보험품,master.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",green,여유,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2060337,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Q2060460,SEO26FF,보험품,classification_result.csv,C,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",gray,충분,,상시,,,,,3,1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Q2060462,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0,gray,재고불요,,상시,,,,,3,0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
Q2060463,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2060465,SEO26FF,보험품,classification_result.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2060474,SEO26FF,보험품,classification_result.csv,B,2,1,3490000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2062201,SEO26FF,보험품,classification_result.csv,S,1,0,0,유지,핵심보험[S] 소요無→기준1,green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2064661,SEO26FF,보험품,master.csv,C,2,1,970000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한6→2",yellow,발주임박,,상시,,,,,1,0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2064662,SEO26FF,계획품,master.csv,A,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Q2065292,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2066145,SEO26FF,보험품,classification_result.csv,B,2,1,1050000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",yellow,발주임박,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Q2068400,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0,gray,재고불요,,상시,,,,,5,0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;6;0;0;0;0
Q2070790,SEO26FF,보험품,classification_result.csv,S,3,2,4200000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준2→3",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Q2070791,SEO26FF,보험품,classification_result.csv,S,5,2,4300000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=5,상한6,기준1→5",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Q2070796,SEO26FF,계획품,master.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2070797,SEO26FF,보험품,classification_result.csv,S,3,2,2900000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3",red,즉시발주,,상시,,,,,4,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0
Q2070800,SEO26FF,보험품,classification_result.csv,S,3,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3",gray,충분,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
Q2070801,SEO26FF,계획품,master.csv,S,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.8)→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-05-23,-103,0,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Q2074351,SEO26FF,보험품,classification_result.csv,B,0,0,0,감축,비핵심보험[B] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2074769,SEO26FF,보험품,classification_result.csv,S,4,4,1640000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한8,기준2→4",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2076004,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
Q2076458,SEO26FF,보험품,classification_result.csv,C,5,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한5→5",gray,충분,,상시,,,,,1,0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2076463,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2079650,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2079652,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2079654,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2079803,SEO26FF,보험품,classification_result.csv,C,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4",gray,충분,FM Main Motor,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2082726,SEO26FF,보험품,master.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2082954,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2084886,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2086017,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Q2086434,SEO26FF,보험품,classification_result.csv,B,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",gray,충분,FM Main Motor,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2086435,SEO26FF,보험품,classification_result.csv,B,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2086682,SEO26FF,보험품,master.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2087261,SEO26FF,보험품,classification_result.csv,B,2,1,218106,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2087833,SEO26FF,보험품,master.csv,B,4,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한4→4",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2088228,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2091278,SEO26FF,보험품,classification_result.csv,S,2,1,6880000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2091279,SEO26FF,계획품,classification_result.csv,S,1,0,0,유지,핵심설비계획품 소요활발(λ1.3)→소량1,green,여유,,상시,,,,,3,0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Q2094313,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2094703,SEO26FF,보험품,classification_result.csv,S,1,1,18565170,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2095005,SEO26FF,보험품,classification_result.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2095006,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2095020,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Edge Heater,대수리,2026-09-04,2026-06-05,-90,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2095032,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2095281,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2095868,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2096490,SEO26FF,보험품,classification_result.csv,C,2,1,1253120,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2097306,SEO26FF,보험품,master.csv,C,4,0,0,감축,"핵심보험[C] μ_LT+SS(Z1.28)=4,상한4,기준1→4",gray,충분,FM Main Motor,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
Q2097711,SEO26FF,보험품,classification_result.csv,B,3,2,1000000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한5→3",red,즉시발주,,상시,,,,,6,0;2;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0
Q2097972,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,4,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;4;0;0;0;0;0;0
Q2098351,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0
Q2098353,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Q2098900,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2100582,SEO26FF,계획품,master.csv,C,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.6)→0,gray,재고불요,,상시,,,,,3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0
Q2101008,SEO26FF,보험품,classification_result.csv,A,2,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",gray,충분,FM Screw Down,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2101009,SEO26FF,보험품,classification_result.csv,A,6,2,26824,발주,"핵심보험[A] μ_LT+SS(Z2.05)=6,상한6,기준1→6",yellow,발주임박,FM Screw Down,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
